Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/04/001/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,,,008003,,,,,Operational,Original
bufr4/3/04/001/2/010004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,,,010004,,,,,Operational,Original
bufr4/3/04/001/3/012001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,,,012001,,,,,Operational,Original
bufr4/3/04/001/4/011001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,,,011001,,,,,Operational,Original
bufr4/3/04/001/5/011002,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,,,011002,,,,,Operational,Original
bufr4/3/04/002/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,,,008003,,,,,Operational,Original
bufr4/3/04/002/2/010004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,,,010004,,,,,Operational,Original
bufr4/3/04/002/3/011001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,,,011001,,,,,Operational,Original
bufr4/3/04/002/4/011002,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,,,011002,,,,,Operational,Original
bufr4/3/04/003/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,,,008003,,,,,Operational,Original
bufr4/3/04/003/2/012001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,,,012001,,,,,Operational,Original
bufr4/3/04/004/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,,,008003,,,,,Operational,Original
bufr4/3/04/004/2/010004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,,,010004,,,,,Operational,Original
bufr4/3/04/004/3/020010,04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,,,020010,,,,,Operational,Original
bufr4/3/04/004/4/012001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,,,012001,,,,,Operational,Original
bufr4/3/04/005/1/002024,04,Secuencias meteorológicas comunes a las observaciones satelitales,304005,,,002024,} Definir capa,,,,Operational,Original
bufr4/3/04/005/2/013003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304005,,,013003,,,,,Operational,Original
bufr4/3/04/006/1/014001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,,,014001,Radiación saliente de onda larga,,,,Operational,Original
bufr4/3/04/006/2/014001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,,,014001,Radiación incidente de onda larga,,,,Operational,Original
bufr4/3/04/006/3/014003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,,,014003,Radiación saliente de onda corta,,,,Operational,Original
bufr4/3/04/011/1/002163,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,002163,,,,,Operational,Original
bufr4/3/04/011/2/002164,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,002164,,,,,Operational,Original
bufr4/3/04/011/3/008012,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,008012,,,,,Operational,Original
bufr4/3/04/011/4/007024,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,007024,,,,,Operational,Original
bufr4/3/04/011/5/002057,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,002057,,,,,Operational,Original
bufr4/3/04/011/6/008021,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,008021,,,,,Operational,Original
bufr4/3/04/011/7/004001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,004001,,,,,Operational,Original
bufr4/3/04/011/8/004002,04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,,,004002,I.2 – BUFR Tabla D/04 — 1,(continúa),,,Operational,Original
bufr4/3/04/030/1/027031,04,Secuencias meteorológicas comunes a las observaciones satelitales,304030,,,027031,,,,,Operational,Original
bufr4/3/04/030/2/028031,04,Secuencias meteorológicas comunes a las observaciones satelitales,304030,,,028031,,,,,Operational,Original
bufr4/3/04/030/3/010031,04,Secuencias meteorológicas comunes a las observaciones satelitales,304030,,,010031,,,,,Operational,Original
bufr4/3/04/031/1/001041,04,Secuencias meteorológicas comunes a las observaciones satelitales,304031,,,001041,,,,,Operational,Original
bufr4/3/04/031/2/001042,04,Secuencias meteorológicas comunes a las observaciones satelitales,304031,,,001042,,,,,Operational,Original
bufr4/3/04/031/3/001043,04,Secuencias meteorológicas comunes a las observaciones satelitales,304031,,,001043,,,,,Operational,Original
bufr4/3/04/032/1/002153,04,Secuencias meteorológicas comunes a las observaciones satelitales,304032,,,002153,,,,,Operational,Original
bufr4/3/04/032/2/002154,04,Secuencias meteorológicas comunes a las observaciones satelitales,304032,,,002154,,,,,Operational,Original
bufr4/3/04/032/3/020081,04,Secuencias meteorológicas comunes a las observaciones satelitales,304032,,,020081,,,,,Operational,Original
bufr4/3/04/032/4/020082,04,Secuencias meteorológicas comunes a las observaciones satelitales,304032,,,020082,,,,,Operational,Original
bufr4/3/04/032/5/020012,04,Secuencias meteorológicas comunes a las observaciones satelitales,304032,,,020012,,,,,Operational,Original
bufr4/3/04/033/1/002152,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,002152,,,,,Operational,Original
bufr4/3/04/033/2/002166,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,002166,,,,,Operational,Original
bufr4/3/04/033/3/002167,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,002167,,,,,Operational,Original
bufr4/3/04/033/4/002153,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,002153,,,,,Operational,Original
bufr4/3/04/033/5/002154,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,002154,,,,,Operational,Original
bufr4/3/04/033/6/012075,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,012075,,,,,Operational,Original
bufr4/3/04/033/7/012076,04,Secuencias meteorológicas comunes a las observaciones satelitales,304033,,,012076,,(continúa),,,Operational,Original
bufr4/3/04/034/1/102004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,102004,,,,,Operational,Original
bufr4/3/04/034/2/027001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,027001,,,,,Operational,Original
bufr4/3/04/034/3/028001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,028001,,,,,Operational,Original
bufr4/3/04/034/4/007022,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,007022,,,,,Operational,Original
bufr4/3/04/034/5/005043,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,005043,,,,,Operational,Original
bufr4/3/04/034/6/020010,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,020010,,,,,Operational,Original
bufr4/3/04/034/7/020016,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,020016,,,,,Operational,Original
bufr4/3/04/034/8/033003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,033003,,,,,Operational,Original
bufr4/3/04/034/9/010040,04,Secuencias meteorológicas comunes a las observaciones satelitales,304034,,,010040,,,,,Operational,Original
bufr4/3/04/035/1/002153,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,002153,,,,,Operational,Original
bufr4/3/04/035/2/002154,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,002154,,,,,Operational,Original
bufr4/3/04/035/3/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,,,,,Operational,Original
bufr4/3/04/035/4/008001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008001,Tipo de píxel: despejado,,,,Operational,Original
bufr4/3/04/035/5/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,Despejado,,,,Operational,Original
bufr4/3/04/035/6/008001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008001,Tipo de píxel: nuboso,,,,Operational,Original
bufr4/3/04/035/7/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,Nuboso,,,,Operational,Original
bufr4/3/04/035/8/008001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008001,Anular,,,,Operational,Original
bufr4/3/04/035/9/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008003,Nubes bajas,,,,Operational,Original
bufr4/3/04/035/10/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,Nubes bajas,,,,Operational,Original
bufr4/3/04/035/11/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008003,Nubes medias,,,,Operational,Original
bufr4/3/04/035/12/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,Nubes medias,,,,Operational,Original
bufr4/3/04/035/13/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008003,Nubes altas,,,,Operational,Original
bufr4/3/04/035/14/012063,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,012063,Nubes altas,,,,Operational,Original
bufr4/3/04/035/15/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304035,,,008003,Anular,,,,Operational,Original
bufr4/3/04/036/1/020082,04,Secuencias meteorológicas comunes a las observaciones satelitales,304036,,,020082,,,,,Operational,Original
bufr4/3/04/036/2/008012,04,Secuencias meteorológicas comunes a las observaciones satelitales,304036,,,008012,Mar,,,,Operational,Original
bufr4/3/04/036/3/020082,04,Secuencias meteorológicas comunes a las observaciones satelitales,304036,,,020082,Mar,,,,Operational,Original
