Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/11/030/0,11030,Grado de turbulencia ampliado,0,Nada,En nubes,,,,Operational,Original
bufr4/0/11/030/1,11030,Grado de turbulencia ampliado,1,Ligera,En nubes,,,,Operational,Original
bufr4/0/11/030/2,11030,Grado de turbulencia ampliado,2,Moderada,En nubes,,,,Operational,Original
bufr4/0/11/030/3,11030,Grado de turbulencia ampliado,3,Fuerte,En nubes,,,,Operational,Original
bufr4/0/11/030/4,11030,Grado de turbulencia ampliado,4,Nada,En aire claro,,,,Operational,Original
bufr4/0/11/030/5,11030,Grado de turbulencia ampliado,5,Ligera,En aire claro,,,,Operational,Original
bufr4/0/11/030/6,11030,Grado de turbulencia ampliado,6,Moderada,En aire claro,,,,Operational,Original
bufr4/0/11/030/7,11030,Grado de turbulencia ampliado,7,Fuerte,En aire claro,,,,Operational,Original
bufr4/0/11/030/8,11030,Grado de turbulencia ampliado,8,Nada,Nubes/aire claro no especificado,,,,Operational,Original
bufr4/0/11/030/9,11030,Grado de turbulencia ampliado,9,Ligera,Nubes/aire claro no especificado,,,,Operational,Original
bufr4/0/11/030/10,11030,Grado de turbulencia ampliado,10,Moderada,Nubes/aire claro no especificado,,,,Operational,Original
bufr4/0/11/030/11,11030,Grado de turbulencia ampliado,11,Fuerte,Nubes/aire claro no especificado,,,,Operational,Original
bufr4/0/11/030/12,11030,Grado de turbulencia ampliado,12,"Extrema, en aire claro",,,,,Operational,Original
bufr4/0/11/030/13,11030,Grado de turbulencia ampliado,13,"Extrema, en nubes",,,,,Operational,Original
bufr4/0/11/030/14,11030,Grado de turbulencia ampliado,14,"Extrema, nubes/aire claro no especificado",,,,,Operational,Original
bufr4/0/11/030/15,11030,Grado de turbulencia ampliado,15,"Ligera, moderada aislada",,,,,Operational,Original
bufr4/0/11/030/16,11030,Grado de turbulencia ampliado,16,"Ligera, moderada ocasional",,,,,Operational,Original
bufr4/0/11/030/17,11030,Grado de turbulencia ampliado,17,"Ligera, moderada frecuente",,,,,Operational,Original
bufr4/0/11/030/18,11030,Grado de turbulencia ampliado,18,"Moderada, fuerte aislada",,,,,Operational,Original
bufr4/0/11/030/19,11030,Grado de turbulencia ampliado,19,"Moderada, fuerte ocasional",,,,,Operational,Original
bufr4/0/11/030/20,11030,Grado de turbulencia ampliado,20,"Moderada, fuerte frecuente",,,,,Operational,Original
bufr4/0/11/030/21,11030,Grado de turbulencia ampliado,21,"Severa, extrema aislada",,,,,Operational,Original
bufr4/0/11/030/22,11030,Grado de turbulencia ampliado,22,"Severa, extrema ocasional",,,,,Operational,Original
bufr4/0/11/030/23,11030,Grado de turbulencia ampliado,23,"Severa, extrema frecuente",,,,,Operational,Original
bufr4/0/11/030/24-62,11030,Grado de turbulencia ampliado,24-62,Reservadas,,,,,Operational,Original
bufr4/0/11/030/63,11030,Grado de turbulencia ampliado,63,Valor faltante,,,,,Operational,Original
bufr4/0/11/031/0,11031,Grado de turbulencia,0,Ninguna,En nubes,,,,Operational,Original
bufr4/0/11/031/1,11031,Grado de turbulencia,1,Leve,En nubes,,,,Operational,Original
bufr4/0/11/031/2,11031,Grado de turbulencia,2,Moderada,En nubes,,,,Operational,Original
bufr4/0/11/031/3,11031,Grado de turbulencia,3,Fuerte,En nubes,,,,Operational,Original
bufr4/0/11/031/4,11031,Grado de turbulencia,4,Ninguna,En aire claro,,,,Operational,Original
bufr4/0/11/031/5,11031,Grado de turbulencia,5,Leve,En aire claro,,,,Operational,Original
bufr4/0/11/031/6,11031,Grado de turbulencia,6,Moderada,En aire claro,,,,Operational,Original
bufr4/0/11/031/7,11031,Grado de turbulencia,7,Fuerte,En aire claro,,,,Operational,Original
