Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/23/001,23,Clase 23 — Dispersión y transporte BUFR/CREX,023001,Tabla de cifrado Artículos aplicables a la notificación rápida de un accidente,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/002,23,Clase 23 — Dispersión y transporte BUFR/CREX,023002,Tabla de cifrado Actividad o instalación relacionada con el incidente,,0,0,Tabla de cifrado 5,0,2,,,,Operational,Original
bufr4/0/23/003,23,Clase 23 — Dispersión y transporte BUFR/CREX,023003,Tipo de emisión de sustancias Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/004,23,Clase 23 — Dispersión y transporte BUFR/CREX,023004,Contramedidas tomadas cerca de la frontera Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/005,23,Clase 23 — Dispersión y transporte BUFR/CREX,023005,Causa del incidente Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/006,23,Clase 23 — Dispersión y transporte BUFR/CREX,023006,Situación luego del incidente Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/007,23,Clase 23 — Dispersión y transporte BUFR/CREX,023007,Características de la emisión de sustancias Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/008,23,Clase 23 — Dispersión y transporte BUFR/CREX,023008,Emisión de sustancias: estado actual Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/009,23,Clase 23 — Dispersión y transporte BUFR/CREX,023009,Emisión de sustancias: estado previsto Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/016,23,Clase 23 — Dispersión y transporte BUFR/CREX,023016,Tabla de cifrado Riesgo de una importante intoxicación de origen químico que afecte a la salud,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/017,23,Clase 23 — Dispersión y transporte BUFR/CREX,023017,Caudal de la principal masa de agua receptora m s 3,–1,6,0,m s 3 -1 20,6,7,,,,Operational,Original
bufr4/0/23/018,23,Clase 23 — Dispersión y transporte BUFR/CREX,023018,Tabla de cifrado Evolución de la emisión de sustancias con el paso del tiempo,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/23/019,23,Clase 23 — Dispersión y transporte BUFR/CREX,023019,Altura real de la emisión de sustancias m,,0,-15000,m 17,0,6,,,,Operational,Original
bufr4/0/23/021,23,Clase 23 — Dispersión y transporte BUFR/CREX,023021,Altura efectiva de la emisión de sustancias m,,0,-15000,m 17,0,6,,,,Operational,Original
bufr4/0/23/022,23,Clase 23 — Dispersión y transporte BUFR/CREX,023022,m Distancia del punto de emisión de sustancias al sitio del incidente,,0,0,m 24,0,8,,,,Operational,Original
bufr4/0/23/023,23,Clase 23 — Dispersión y transporte BUFR/CREX,023023,m s–1 Velocidad del transporte principal en la atmósfera,,1,0,m s -1 12,1,4,,,,Operational,Original
bufr4/0/23/024,23,Clase 23 — Dispersión y transporte BUFR/CREX,023024,Velocidad del transporte principal en el agua m s–1,,2,0,m s -1 13 I.2 - BUFR/CREX Tabla B/23 - 1,2,4 (continúa),,,,Operational,Original
bufr4/0/23/025,23,Clase 23 — Dispersión y transporte BUFR/CREX,023025,m s–1 Velocidad del transporte principal en el agua subterránea,,2,0,m s -1 13,2,4,,,,Operational,Original
bufr4/0/23/027,23,Clase 23 — Dispersión y transporte BUFR/CREX,023027,Dirección del transporte principal en la atmósfera grado verdadero,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/23/028,23,Clase 23 — Dispersión y transporte BUFR/CREX,023028,Dirección del transporte principal en el agua grado verdadero,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/23/029,23,Clase 23 — Dispersión y transporte BUFR/CREX,023029,grado verdadero Dirección del transporte principal en el agua subterránea,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/23/031,23,Clase 23 — Dispersión y transporte BUFR/CREX,023031,Tabla de cifrado Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/032,23,Clase 23 — Dispersión y transporte BUFR/CREX,023032,Tabla de cifrado Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección y/o en la velocidad del viento,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/23/040,23,Clase 23 — Dispersión y transporte BUFR/CREX,023040,Caudal – río m s 3,–1,1,0,m s 3 -1 22,1,7,,,,Operational,Original
bufr4/0/23/041,23,Clase 23 — Dispersión y transporte BUFR/CREX,023041,Caudal – pozo m s 3,–1,3,0,m s 3 -1 16,3,5,,,,Operational,Original
