Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/02/001/1/010004,02,Secuencias meteorológicas comunes a los datos de superficie,302001,,,010004,Nivel de la estación,,,,Operational,Original
bufr4/3/02/001/2/010051,02,Secuencias meteorológicas comunes a los datos de superficie,302001,,,010051,,,,,Operational,Original
bufr4/3/02/001/3/010061,02,Secuencias meteorológicas comunes a los datos de superficie,302001,,,010061,,,,,Operational,Original
bufr4/3/02/001/4/010063,02,Secuencias meteorológicas comunes a los datos de superficie,302001,,,010063,,,,,Operational,Original
bufr4/3/02/002/1/010004,02,Secuencias meteorológicas comunes a los datos de superficie,302002,,,010004,Nivel de la estación,,,,Operational,Original
bufr4/3/02/002/2/007004,02,Secuencias meteorológicas comunes a los datos de superficie,302002,,,007004,Nivel de presión,,,,Operational,Original
bufr4/3/02/002/3/010003,02,Secuencias meteorológicas comunes a los datos de superficie,302002,,,010003,Nivel de presión,,,,Operational,Original
bufr4/3/02/002/4/010061,02,Secuencias meteorológicas comunes a los datos de superficie,302002,,,010061,,,,,Operational,Original
bufr4/3/02/002/5/010063,02,Secuencias meteorológicas comunes a los datos de superficie,302002,,,010063,,,,,Operational,Original
bufr4/3/02/003/1/011011,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,011011,,,,,Operational,Original
bufr4/3/02/003/2/011012,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,011012,,,,,Operational,Original
bufr4/3/02/003/3/012004,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,012004,,,,,Operational,Original
bufr4/3/02/003/4/012006,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,012006,,,,,Operational,Original
bufr4/3/02/003/5/013003,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,013003,,,,,Operational,Original
bufr4/3/02/003/6/020001,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,020001,,,,,Operational,Original
bufr4/3/02/003/7/020003,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,020003,,,,,Operational,Original
bufr4/3/02/003/8/020004,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,020004,,,,,Operational,Original
bufr4/3/02/003/9/020005,02,Secuencias meteorológicas comunes a los datos de superficie,302003,,,020005,,,,,Operational,Original
bufr4/3/02/004/1/020010,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020010,,,,,Operational,Original
bufr4/3/02/004/2/008002,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,008002,,,,,Operational,Original
bufr4/3/02/004/3/020011,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020011,,,,,Operational,Original
bufr4/3/02/004/4/020013,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020013,,,,,Operational,Original
bufr4/3/02/004/5/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020012,,,,,Operational,Original
bufr4/3/02/004/6/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020012,,,,,Operational,Original
bufr4/3/02/004/7/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302004,,,020012,,,,,Operational,Original
bufr4/3/02/005/1/008002,02,Secuencias meteorológicas comunes a los datos de superficie,302005,,,008002,,,,,Operational,Original
bufr4/3/02/005/2/020011,02,Secuencias meteorológicas comunes a los datos de superficie,302005,,,020011,,,,,Operational,Original
bufr4/3/02/005/3/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302005,,,020012,,,,,Operational,Original
bufr4/3/02/005/4/020013,02,Secuencias meteorológicas comunes a los datos de superficie,302005,,,020013,,,,,Operational,Original
bufr4/3/02/006/1/010004,02,Secuencias meteorológicas comunes a los datos de superficie,302006,,,010004,Nivel de la estación,,,,Operational,Original
bufr4/3/02/006/2/010051,02,Secuencias meteorológicas comunes a los datos de superficie,302006,,,010051,,,,,Operational,Original
bufr4/3/02/006/3/010062,02,Secuencias meteorológicas comunes a los datos de superficie,302006,,,010062,,,,,Operational,Original
bufr4/3/02/006/4/010063,02,Secuencias meteorológicas comunes a los datos de superficie,302006,,,010063,I.2 – BUFR Tabla D/02 — 1,(continúa),,,Operational,Original
bufr4/3/02/011/1/302001,02,Secuencias meteorológicas comunes a los datos de superficie,302011,,,302001,,,,,Operational,Original
bufr4/3/02/011/2/302003,02,Secuencias meteorológicas comunes a los datos de superficie,302011,,,302003,,,,,Operational,Original
bufr4/3/02/011/3/302004,02,Secuencias meteorológicas comunes a los datos de superficie,302011,,,302004,Capa significativa de nubes,,,,Operational,Original
bufr4/3/02/012/1/302002,02,Secuencias meteorológicas comunes a los datos de superficie,302012,,,302002,Presión y cambio de presión,,,,Operational,Original
bufr4/3/02/012/2/302003,02,Secuencias meteorológicas comunes a los datos de superficie,302012,,,302003,,,,,Operational,Original
bufr4/3/02/012/3/302004,02,Secuencias meteorológicas comunes a los datos de superficie,302012,,,302004,Capa significativa de nubes,,,,Operational,Original
bufr4/3/02/013/1/302006,02,Secuencias meteorológicas comunes a los datos de superficie,302013,,,302006,,,,,Operational,Original
bufr4/3/02/013/2/302003,02,Secuencias meteorológicas comunes a los datos de superficie,302013,,,302003,,,,,Operational,Original
bufr4/3/02/013/3/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302013,,,101000,,,,,Operational,Original
bufr4/3/02/013/4/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302013,,,031001,,,,,Operational,Original
bufr4/3/02/013/5/302005,02,Secuencias meteorológicas comunes a los datos de superficie,302013,,,302005,,,,,Operational,Original
bufr4/3/02/021/1/022001,02,Secuencias meteorológicas comunes a los datos de superficie,302021,,,022001,,,,,Operational,Original
bufr4/3/02/021/2/022011,02,Secuencias meteorológicas comunes a los datos de superficie,302021,,,022011,,,,,Operational,Original
bufr4/3/02/021/3/022021,02,Secuencias meteorológicas comunes a los datos de superficie,302021,,,022021,,,,,Operational,Original
bufr4/3/02/022/1/022002,02,Secuencias meteorológicas comunes a los datos de superficie,302022,,,022002,,,,,Operational,Original
bufr4/3/02/022/2/022012,02,Secuencias meteorológicas comunes a los datos de superficie,302022,,,022012,,,,,Operational,Original
bufr4/3/02/022/3/022022,02,Secuencias meteorológicas comunes a los datos de superficie,302022,,,022022,,,,,Operational,Original
bufr4/3/02/023/1/022003,02,Secuencias meteorológicas comunes a los datos de superficie,302023,,,022003,,,,,Operational,Original
bufr4/3/02/023/2/022013,02,Secuencias meteorológicas comunes a los datos de superficie,302023,,,022013,,,,,Operational,Original
