Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,D01051,"Número de vuelo, sistema de navegación, fecha/hora, ubicación, fase de vuelo",ASDAR,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B07002,Altura o altitud,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B12001,Temperatura/temperatura del aire,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B11031,Grado de turbulencia,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B11032,Altura de la base de la turbulencia,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B11033,Altura de la cima de la turbulencia,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11001,(Informes de aeronaves),,B20041,Engelamiento del fuselaje de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11002,(Informes ACARS),,D01065,Identificación ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11002,(Informes ACARS),,D01066,Ubicación de ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11002,(Informes ACARS),,D11003,Variables reportadas estándar de ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11002,(Informes ACARS),,D11004,Variables reportadas suplementarias de ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11003,(Variables reportadas estándar de ACARS),,B10070,Altitud indicada de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11003,(Variables reportadas estándar de ACARS),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11003,(Variables reportadas estándar de ACARS),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11003,(Variables reportadas estándar de ACARS),,B12001,Temperatura/temperatura del aire,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11003,(Variables reportadas estándar de ACARS),,B13002,relación de mezcla,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B11034,Velocidad vertical de ráfaga,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B11035,Aceleración vertical por ráfagas,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B11075,Intensidad media de turbulencia (tasa de disipación de los remolinos),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B11076,Intensidad máxima de la turbulencia (tasa de disipación de los remolinos),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B33025,Indicador de valores interpolados de ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11004,(Variables reportadas suplementarias de ACARS),,B33026,Calidad de humedad,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B01008,Número de registro de la aeronave u otra identificación,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B01023,Número de secuencia de observación,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,D01021,Latitud/longitud (gran precisión),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,D01013,"Hora, minuto, segundo",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B07010,Nivel de vuelo,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B08009,Fase detallada de vuelo,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B11031,Grado de turbulencia,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B11036,Velocidad máxima equivalente derivada de ráfagas verticales,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B12101,Temperatura/temperatura del aire,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11005,(Informes estándar de AMDAR),,B33025,Indicador de valores interpolados de ACARS,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B07010,Nivel de vuelo,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B02064,Calidad del ángulo de alabeo de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B12101,Temperatura/temperatura del aire,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11006,(Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud),,B12103,Temperatura de punto de rocío,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B07010,Nivel de vuelo,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,D01021,Latitud/longitud (gran precisión),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B02064,Calidad del ángulo de alabeo de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B12101,Temperatura/temperatura del aire,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11007,(Datos de aeronave para un nivel con latitud/longitud indicada),,B12103,Temperatura de punto de rocío,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronaves sin latitud/longitud indicada en cada nivel),,B01008,Número de registro de la aeronave u otra identificación,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,D01013,"Hora, minuto, segundo",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,D01021,Latitud/longitud (gran precisión),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,B08004,Fase de vuelo de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11008,(Perfil de ascenso/descenso de aeronave sin latitud/longitud indicada en cada nivel),,D11006,Datos AMDAR o datos de aeronave para un nivel sin latitud/longitud,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,B01008,Número de registro de la aeronave u otra identificación,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de aeronaves con latitud/longitud dado para cada nivel),,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,D01013,"Hora, minuto, segundo",,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,D01021,Latitud/longitud (gran precisión),,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,B08004,Fase de vuelo de la aeronave,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
11,Secuencias de informes de un solo nivel (datos convencionales),D11009,(Perfil de ascenso/descenso de la aeronave con latitud/longitud dado para cada nivel),,D11007,Datos de aeronave para un nivel con latitud/longitud indicada,,,Operational,AI Translator: MCP
