Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/18/001/1/301025,18,Secuencias de los informes de las observaciones radiológicas,318001,,,301025,,,,,Operational,Original
bufr4/3/18/001/2/024011,18,Secuencias de los informes de las observaciones radiológicas,318001,,,024011,,,,,Operational,Original
bufr4/3/18/003/1/301026,18,Secuencias de los informes de las observaciones radiológicas,318003,,,301026,,,,,Operational,Original
bufr4/3/18/003/2/024005,18,Secuencias de los informes de las observaciones radiológicas,318003,,,024005,,,,,Operational,Original
bufr4/3/18/003/3/024004,18,Secuencias de los informes de las observaciones radiológicas,318003,,,024004,,,,,Operational,Original
bufr4/3/18/003/4/024021,18,Secuencias de los informes de las observaciones radiológicas,318003,,,024021,,,,,Operational,Original
bufr4/3/18/004/1/301025,18,Secuencias de los informes de las observaciones radiológicas,318004,,,301025,,,,,Operational,Original
bufr4/3/18/004/2/004023,18,Secuencias de los informes de las observaciones radiológicas,318004,,,004023,,,,,Operational,Original
bufr4/3/18/004/3/013011,18,Secuencias de los informes de las observaciones radiológicas,318004,,,013011,,,,,Operational,Original
bufr4/3/18/004/4/024005,18,Secuencias de los informes de las observaciones radiológicas,318004,,,024005,,,,,Operational,Original
bufr4/3/18/004/5/024004,18,Secuencias de los informes de las observaciones radiológicas,318004,,,024004,,,,,Operational,Original
bufr4/3/18/004/6/024022,18,Secuencias de los informes de las observaciones radiológicas,318004,,,024022,I.2 – BUFR Tabla D/18 — 1,,,,Operational,Original
