Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/07/001,07,Clase 07 — Ubicación BUFR/CREX (vertical),007001,Altura de la estación (véase la nota 1) m,,0,-400 15,m,0,5,,,,Operational,Original
bufr4/0/07/002,07,Clase 07 — Ubicación BUFR/CREX (vertical),007002,Altura o altitud m,–1,,-40 16,m,–1,5,,,,Operational,Original
bufr4/0/07/003,07,Clase 07 — Ubicación BUFR/CREX (vertical),007003,Geopotencial 2–2 m s,–1,,-400 17,2 -2 m s,–1,6,,,,Operational,Original
bufr4/0/07/004,07,Clase 07 — Ubicación BUFR/CREX (vertical),007004,Presión Pa,–1,,0 14,Pa,–1,5,,,,Operational,Original
bufr4/0/07/005,07,Clase 07 — Ubicación BUFR/CREX (vertical),007005,Incremento de la altura m,,0,-400 12,m,0,4,,,,Operational,Original
bufr4/0/07/006,07,Clase 07 — Ubicación BUFR/CREX (vertical),007006,Altura por encima de la estación m,,0,0 15,m,0,5,,,,Operational,Original
bufr4/0/07/007,07,Clase 07 — Ubicación BUFR/CREX (vertical),007007,Altura m,,0 -1000,17,m,0,6,,,,Operational,Original
bufr4/0/07/008,07,Clase 07 — Ubicación BUFR/CREX (vertical),007008,Geopotencial 2–2 m s,,0 -10000,20,2 -2 m s,0,7,,,,Operational,Original
bufr4/0/07/009,07,Clase 07 — Ubicación BUFR/CREX (vertical),007009,Altura geopotencial gpm,,0 -1000,17,gpm,0,5,,,,Operational,Original
bufr4/0/07/010,07,Clase 07 — Ubicación BUFR/CREX (vertical),007010,Nivel de vuelo m,,0 -1024,16,ft,–1,5,,,,Operational,Original
bufr4/0/07/012,07,Clase 07 — Ubicación BUFR/CREX (vertical),007012,Altitud del punto de retícula m,,2 -50000,20,m,2,7,,,,Operational,Original
bufr4/0/07/021,07,Clase 07 — Ubicación BUFR/CREX (vertical),007021,Elevación (véase la nota 2) º,,2 -9000,15,º,2,5,,,,Operational,Original
bufr4/0/07/022,07,Clase 07 — Ubicación BUFR/CREX (vertical),007022,Elevación solar º,,2 -9000,15,º,2,5,,,,Operational,Original
bufr4/0/07/024,07,Clase 07 — Ubicación BUFR/CREX (vertical),007024,Ángulo cenital del satélite º,,2 -9000,15,º,2,5,,,,Operational,Original
bufr4/0/07/025,07,Clase 07 — Ubicación BUFR/CREX (vertical),007025,Ángulo cenital del sol º,,2 -9000,15,º,2,5,,,,Operational,Original
