Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/25/001,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025001,Distancia de la puerta de integración m,,-1,0,m 6,-1,2,,,,Operational,Original
bufr4/0/25/002,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025002,Número medio de puertas Numérica,,0,0,Numérica 4,0,2,,,,Operational,Original
bufr4/0/25/003,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025003,Número de impulsos integrados Numérica,,0,0,Numérica 8,0,3,,,,Operational,Original
bufr4/0/25/004,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025004,Proceso de datos sobre ecos Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/25/005,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025005,Integración de los ecos Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/25/006,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025006,Conversión Z – R Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/25/007,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025007,Factor de conversión Z – R Numérica,,0,0,Numérica 12,0,4,,,,Operational,Original
bufr4/0/25/008,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025008,Exponente de conversión Z – R Numérica,,2,0,Numérica 9,2,3,,,,Operational,Original
bufr4/0/25/009,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025009,Método de calibración (véase la nota 3) Tabla de banderines,,0,0,Tabla de 4 banderines,0,2,,,,Operational,Original
bufr4/0/25/010,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025010,Tratamiento de los ecos parásitos Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/25/011,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025011,Corrección de los ecos de suelo (filtrado) Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/25/012,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025012,Corrección de la atenuación del alcance Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/25/013,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025013,Corrección de la banda brillante Tabla de banderines,,0,0,Tabla de 2 banderines,0,1,,,,Operational,Original
bufr4/0/25/014,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025014,Numérica Corte azimutal de ecos parásitos (véase la nota 1),,0,0,Numérica 12,0,4,,,,Operational,Original
bufr4/0/25/015,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025015,Corrección de la atenuación por el radomo Tabla de banderines,,0,0,Tabla de 2 banderines,0,1,,,,Operational,Original
bufr4/0/25/016,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025016,Corrección de la atenuación en cielo despejado dB m,–1,5,0,dB m -1 6,5,2,,,,Operational,Original
bufr4/0/25/017,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025017,Corrección de la atenuación por las Tabla de precipitaciones banderines,,0,0,Tabla de 2 banderines I.2 - BUFR/CREX Tabla B/25 - 1,0,1 (continúa),,,,Operational,Original
bufr4/0/25/018,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025018,Ley de A a Z para el factor de atenuación Numérica,,7,0,Numérica 6,7,2,,,,Operational,Original
bufr4/0/25/019,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025019,Ley de A a Z para el exponente de atenuación Numérica,,2,0,Numérica 7,2,3,,,,Operational,Original
bufr4/0/25/020,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025020,Estimación de la velocidad media Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/25/021,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025021,Refuerzo del cálculo del viento Tabla de banderines,,0,0,Tabla de 8 banderines,0,3,,,,Operational,Original
bufr4/0/25/022,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025022,Banderín de rechazo GHRSST * Tabla de banderines,,0,0,Tabla de 9 banderines,0,3,,,,Operational,Original
bufr4/0/25/023,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025023,Banderín de confianza GHRSST Tabla de banderines,,0,0,Tabla de 9 banderines,0,3,,,,Operational,Original
bufr4/0/25/024,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025024,Calidad de datos GHRSST Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/25/025,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025025,Voltaje de la batería V,,1,0,V 9,1,3,,,,Operational,Original
bufr4/0/25/026,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025026,Voltaje de la batería (intervalo amplio) V,,1,0,V 12,1,4,,,,Operational,Original
bufr4/0/25/028,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025028,Parámetro definido por el operador o fabricante Numérica,,1,-16384,Numérica 15,1,5,,,,Operational,Original
bufr4/0/25/029,25,Clase 25 — Información sobre el proceso de datos BUFR/CREX,025029,Método de calibración (véase la nota 3) Tabla de banderines,,0,0,Tabla de 6 banderines,0,2,,,,Operational,Original
