Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
18,Secuencias de los informes de las observaciones radiológicas,D18001,,,D01025,"Latitud/longitud (exactitud aproximada), día/hora",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18001,,,B24011,Dosis,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,D01026,"Latitud/longitud (alta precisión), período de tiempo (día, hora, minuto)",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24005,Masa de isótopo,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24004,Nombre del elemento,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24021,Concentración de aire (de tipo de isótopo nombrado incluyendo beta total),,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,D01025,"Latitud/longitud (exactitud aproximada), día/hora",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B04023,Período de tiempo o desplazamiento,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B13011,Precipitación total/equivalente total de agua,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24005,Masa de isótopo,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24004,Nombre del elemento,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24022,Concentración en la precipitación (de un tipo de isótopo nombrado),,,Operational,AI Translator: MCP
