Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/06/001/1/002032,06,Secuencias meteorológicas u oceanográficas comunes a las,306001,"(Profundidad, temperatura)",,002032,Indicador de digitalización,,,,Operational,Original
bufr4/3/06/001/2/102000,06,Secuencias meteorológicas u oceanográficas comunes a las,306001,"(Profundidad, temperatura)",,102000,Repetición diferida de 2 descriptores,,,,Operational,Original
bufr4/3/06/001/3/031001,06,Secuencias meteorológicas u oceanográficas comunes a las,306001,"(Profundidad, temperatura)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/06/001/4/007062,06,Secuencias meteorológicas u oceanográficas comunes a las,306001,"(Profundidad, temperatura)",,007062,Profundidad por debajo de la superficie del mar/ agua,,,,Operational,Original
bufr4/3/06/001/5/022042,06,Secuencias meteorológicas u oceanográficas comunes a las,306001,"(Profundidad, temperatura)",,022042,Temperatura del mar/agua,,,,Operational,Original
bufr4/3/06/002/1/002031,06,Secuencias meteorológicas u oceanográficas comunes a las,306002,(Corriente),,002031,Duración y hora de medición de la corriente,,,,Operational,Original
bufr4/3/06/002/2/022004,06,Secuencias meteorológicas u oceanográficas comunes a las,306002,(Corriente),,022004,Dirección de la corriente,,,,Operational,Original
bufr4/3/06/002/3/022031,06,Secuencias meteorológicas u oceanográficas comunes a las,306002,(Corriente),,022031,Velocidad de la corriente,,,,Operational,Original
bufr4/3/06/003/1/002002,06,Secuencias meteorológicas u oceanográficas comunes a las,306003,(Viento de superficie y temperatura),,002002,Tipo de instrumentos para la medición del viento,,,,Operational,Original
bufr4/3/06/003/2/011011,06,Secuencias meteorológicas u oceanográficas comunes a las,306003,(Viento de superficie y temperatura),,011011,Dirección del viento a 10 m,,,,Operational,Original
bufr4/3/06/003/3/011012,06,Secuencias meteorológicas u oceanográficas comunes a las,306003,(Viento de superficie y temperatura),,011012,Velocidad del viento a 10 m,,,,Operational,Original
bufr4/3/06/003/4/012004,06,Secuencias meteorológicas u oceanográficas comunes a las,306003,(Viento de superficie y temperatura),,012004,Temperatura del aire a 2 m,,,,Operational,Original
bufr4/3/06/004/1/002032,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,002032,Indicador de digitalización,,,,Operational,Original
bufr4/3/06/004/2/002033,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,002033,Método de medición de la salinidad/profundidad,,,,Operational,Original
bufr4/3/06/004/3/103000,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,103000,Repetición diferida de 3 descriptores,,,,Operational,Original
bufr4/3/06/004/4/031001,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/06/004/5/007062,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,007062,Profundidad por debajo de la superficie del mar/ agua,,,,Operational,Original
bufr4/3/06/004/6/022043,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,022043,Temperatura del mar/agua,,,,Operational,Original
bufr4/3/06/004/7/022062,06,Secuencias meteorológicas u oceanográficas comunes a las,306004,"(Profundidad, temperatura, salinidad)",,022062,Salinidad,,,,Operational,Original
bufr4/3/06/005/1/002031,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,002031,Duración y hora de medición de la corriente,,,,Operational,Original
bufr4/3/06/005/2/103000,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,103000,Repetición diferida de 3 descriptores,,,,Operational,Original
bufr4/3/06/005/3/031001,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/06/005/4/007062,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,007062,Profundidad por debajo de la superficie del mar/ agua,,,,Operational,Original
bufr4/3/06/005/5/022004,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,022004,Dirección de la corriente,,,,Operational,Original
bufr4/3/06/005/6/022031,06,Secuencias meteorológicas u oceanográficas comunes a las,306005,,,022031,Velocidad de la corriente,,,,Operational,Original
bufr4/3/06/006/1/306003,06,Secuencias meteorológicas u oceanográficas comunes a las,306006,(Parámetros (facultativos) sobre sondeos subacuáticos),,306003,Viento y temperatura de superficie,,,,Operational,Original
bufr4/3/06/006/2/306002,06,Secuencias meteorológicas u oceanográficas comunes a las,306006,(Parámetros (facultativos) sobre sondeos subacuáticos),,306002,Corriente,,,,Operational,Original
bufr4/3/06/006/3/022063,06,Secuencias meteorológicas u oceanográficas comunes a las,306006,(Parámetros (facultativos) sobre sondeos subacuáticos),,022063,Profundidad total del agua,,,,Operational,Original
bufr4/3/06/007/1/001012,06,Secuencias meteorológicas u oceanográficas comunes a las,306007,(Parámetros del bloque de reserva para boyas),,001012,Dirección del movimiento de la plataforma de observación,,,,Operational,Original
bufr4/3/06/007/2/001014,06,Secuencias meteorológicas u oceanográficas comunes a las,306007,(Parámetros del bloque de reserva para boyas),,001014,Velocidad de deriva de la plataforma (gran precisión),,,,Operational,Original
bufr4/3/06/007/3/306008,06,Secuencias meteorológicas u oceanográficas comunes a las,306007,(Parámetros del bloque de reserva para boyas),,306008,Parámetros de los instrumentos de las boyas,,,,Operational,Original
bufr4/3/06/007/4/004024,06,Secuencias meteorológicas u oceanográficas comunes a las,306007,(Parámetros del bloque de reserva para boyas),,004024,Período o desplazamiento de tiempo,,,,Operational,Original
