Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/01/001,01,Clase 01 — Identificación BUFR/CREX,001001,Número de bloque de la OMM Numérica,,0,0,Numérica 7,,0,2,,,Operational,Original
bufr4/0/01/002,01,Clase 01 — Identificación BUFR/CREX,001002,Número de la estación de la OMM Numérica,,0,0,Numérica 10,,0,3,,,Operational,Original
bufr4/0/01/003,01,Clase 01 — Identificación BUFR/CREX,001003,Número de Región de la OMM/zona geográfica Tabla de cifrado,,0,0,Tabla de cifrado 3,,0,1,,,Operational,Original
bufr4/0/01/004,01,Clase 01 — Identificación BUFR/CREX,001004,Subzona de la Región de la OMM Numérica,,0,0,Numérica 3,,0,1,,,Operational,Original
bufr4/0/01/005,01,Clase 01 — Identificación BUFR/CREX,001005,Identificador de boya/plataforma Numérica,,0,0,Numérica 17,,0,5,,,Operational,Original
bufr4/0/01/006,01,Clase 01 — Identificación BUFR/CREX,001006,Número de vuelo de aeronave CCITT IA5,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/01/007,01,Clase 01 — Identificación BUFR/CREX,001007,Identificador del satélite Tabla de cifrado,,0,0,Tabla de cifrado 10,,0,4,,,Operational,Original
bufr4/0/01/008,01,Clase 01 — Identificación BUFR/CREX,001008,Número de matrícula de aeronave u otra CCITT IA5,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/01/009,01,Clase 01 — Identificación BUFR/CREX,001009,Tipo de avión comercial CCITT IA5,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/01/010,01,Clase 01 — Identificación BUFR/CREX,001010,Identificador de boya/plataforma estacionaria; CCITT IA5,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/01/011,01,Clase 01 — Identificación BUFR/CREX,001011,Identificación del buque o de la estación terrestre CCITT IA5,,0,0,Carácter 72,,0,9,,,Operational,Original
bufr4/0/01/012,01,Clase 01 — Identificación BUFR/CREX,001012,Dirección del movimiento de la plataforma de grado verdadero * 0F,,0,0,grado verdadero 9,,0,3,,,Operational,Original
bufr4/0/01/013,01,Clase 01 — Identificación BUFR/CREX,001013,Velocidad del movimiento de la plataforma de m s–1,,0,0,m s -1 10,,0,3,,,Operational,Original
bufr4/0/01/014,01,Clase 01 — Identificación BUFR/CREX,001014,Velocidad de deriva de la plataforma(alta precisión) m s–1,,2,0,m s -1 10,,2,4,,,Operational,Original
bufr4/0/01/015,01,Clase 01 — Identificación BUFR/CREX,001015,Nombre de la estación o emplazamiento CCITT IA5,,0,0,Carácter 160,I.2 – BUFR/CREX Tabla B/01 – 1,0,20 (continúa),,,Operational,Original
bufr4/0/01/018,01,Clase 01 — Identificación BUFR/CREX,001018,Nombre abreviado de la estación o emplazamiento CCITT IA5,,0,0,Carácter 40,,0,5,,,Operational,Original
bufr4/0/01/019,01,Clase 01 — Identificación BUFR/CREX,001019,Nombre completo de la estación o emplazamiento CCITT IA5,,0,0,Carácter 256,,0,32,,,Operational,Original
bufr4/0/01/020,01,Clase 01 — Identificación BUFR/CREX,001020,Subzona de la Región de la OMM Numérica,,0,0,Numérica 4,,0,2,,,Operational,Original
bufr4/0/01/021,01,Clase 01 — Identificación BUFR/CREX,001021,Identificador de la característica sinóptica Numérica,,0,0,Numérica 14,,0,4,,,Operational,Original
bufr4/0/01/022,01,Clase 01 — Identificación BUFR/CREX,001022,Nombre de la característica (véase la nota 11) CCITT IA5,,0,0,Carácter 224,,0,28,,,Operational,Original
bufr4/0/01/023,01,Clase 01 — Identificación BUFR/CREX,001023,Número de secuencia de observación Numérica,,0,0,Numérica 9,,0,3,,,Operational,Original
bufr4/0/01/024,01,Clase 01 — Identificación BUFR/CREX,001024,Fuente de la velocidad del viento Tabla de cifrado,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/01/025,01,Clase 01 — Identificación BUFR/CREX,001025,Identificador de tormenta (véase la nota 1) CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/01/026,01,Clase 01 — Identificación BUFR/CREX,001026,Nombre OMM de la tormenta CCITT IA5 † 1F,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/01/027,01,Clase 01 — Identificación BUFR/CREX,001027,Nombre OMM completo de la tormenta CCITT IA5,,0,0,Carácter 80,,0,10,,,Operational,Original
bufr4/0/01/028,01,Clase 01 — Identificación BUFR/CREX,001028,Fuente del espesor óptico de los aerosoles (EOA) Tabla de cifrado,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/01/029,01,Clase 01 — Identificación BUFR/CREX,001029,Fuente de la ISS Tabla de cifrado ‡ 2F,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/01/030,01,Clase 01 — Identificación BUFR/CREX,001030,Identificación del modelo numérico (véase la CCITT IA5,,0,0,Tabla de cifrado 128,,0,16,,,Operational,Original
bufr4/0/01/031,01,Clase 01 — Identificación BUFR/CREX,001031,Identificación del centro de origen/ generación Tabla de cifrado,,0,0,Tabla de cifrado 16,,0,5 (continúa),,,Operational,Original
bufr4/0/01/032,01,Clase 01 — Identificación BUFR/CREX,001032,"Aplicación de producción Tabla de cifrado definida por el centro de origen/ generación (véase las notas 3, 4 y 5)",,0,0,Tabla de cifrado 8,,0,3,,,Operational,Original
bufr4/0/01/033,01,Clase 01 — Identificación BUFR/CREX,001033,Identificación del centro de origen/ generación Tabla de cifrado común C–1,,0,0,Tabla de cifrado 8 común C-1,,0,3,,,Operational,Original
bufr4/0/01/034,01,Clase 01 — Identificación BUFR/CREX,001034,Identificación del centro secundario de Tabla de cifrado común C–12,,0,0,Tabla de cifrado 8 común C-12,,0,3,,,Operational,Original
bufr4/0/01/035,01,Clase 01 — Identificación BUFR/CREX,001035,Centro de origen/producción Tabla de cifrado común C–11,,0,0,Tabla de cifrado 16 común C-11,,0,5,,,Operational,Original
bufr4/0/01/036,01,Clase 01 — Identificación BUFR/CREX,001036,Organismo encargado de operar la plataforma de Tabla de cifrado,,0,0,Tabla de cifrado 20,,0,7,,,Operational,Original
bufr4/0/01/037,01,Clase 01 — Identificación BUFR/CREX,001037,Identificador de la secuencia SIGMET CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/01/038,01,Clase 01 — Identificación BUFR/CREX,001038,Fuente de la fracción de hielo marino Tabla de cifrado,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/01/039,01,Clase 01 — Identificación BUFR/CREX,001039,Identificador de secuencia de predicción gráfica de CCITT IA5,,0,0,Carácter 40,,0,5,,,Operational,Original
bufr4/0/01/040,01,Clase 01 — Identificación BUFR/CREX,001040,Código de identificación del centro de procesamiento,CCITT IA5,0,0,Carácter 48,,0,6,,,Operational,Original
