Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/10/001,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010001,Altura del terreno m,,0,-400 15,m,0,5,,,,Operational,Original
bufr4/0/10/002,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010002,Altura m,–1,,-40 16,m,–1,5,,,,Operational,Original
bufr4/0/10/003,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010003,Geopotencial m s 2–2,–1,,-400 17,m s 2 -2,–1,6,,,,Operational,Original
bufr4/0/10/004,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010004,Presión Pa,–1,,0 14,Pa,–1,5,,,,Operational,Original
bufr4/0/10/007,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010007,Altura m,,0 -1000,17,m,0,6,,,,Operational,Original
bufr4/0/10/008,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010008,Geopotencial m s 2–2,,0 -10000,20,m s 2 -2,0,7,,,,Operational,Original
bufr4/0/10/009,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010009,Altura geopotencial gpm,,0 -1000,17,gpm,0,5,,,,Operational,Original
bufr4/0/10/010,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010010,Presión mínima reducida al nivel medio del mar Pa,–1,,0 14,Pa,–1,5,,,,Operational,Original
bufr4/0/10/011,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010011,Presión máxima reducida al nivel medio del mar Pa,–1,,0 14,Pa,–1,5,,,,Operational,Original
bufr4/0/10/031,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010031,Distancia desde el centro de la Tierra en dirección m,,2 -1073741824,31,m,2,10,,,,Operational,Original
bufr4/0/10/032,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010032,Distancia del satélite al centro de la Tierra m,,1,0 27,m,2,9,,,,Operational,Original
bufr4/0/10/033,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010033,Altitud (plataforma a elipsoide) m,,1,0 27,m,2,9,,,,Operational,Original
bufr4/0/10/034,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010034,Radio de la Tierra m,,1,0 27,m,2,9,,,,Operational,Original
bufr4/0/10/035,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010035,Radio local de curvatura de la Tierra m,,1 62000000,22,m,1,8,,,,Operational,Original
bufr4/0/10/036,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010036,Ondulación del geoide (véase la nota 4) m,,2 -15000,15,m,2,6,,,,Operational,Original
bufr4/0/10/038,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010038,Altura máxima de carga en cubierta sobre la línea m,,0,0,m 6,0,2,,,,Operational,Original
bufr4/0/10/039,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010039,Desviación del nivel de referencia (línea de carga m,,0,-32,m 6,0,3,,,,Operational,Original
bufr4/0/10/040,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010040,Recuperación de datos sobre el número de capas Numérica,,0,0 10,Numérica I.2 - BUFR/CREX Tabla B/10 - 1,0,4 (continúa),,,,Operational,Original
bufr4/0/10/050,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010050,Desviación típica de la altitud m,,2,0 16,m,2,5,,,,Operational,Original
bufr4/0/10/051,10,Clase 10 — Ubicación sin coordenadas BUFR/CREX (vertical),010051,Presión reducida al nivel medio del mar Pa,–1,,0 14,Pa,–1,5,,,,Operational,Original
