Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/13/001,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013001,Humedad específica kg kg–1,,5,0 14,kg kg -1,5,5,,,,Operational,Original
bufr4/0/13/002,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013002,Relación de mezcla kg kg–1,,5,0 14,kg kg -1,5,5,,,,Operational,Original
bufr4/0/13/003,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013003,Humedad relativa %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/13/004,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013004,Presión del vapor Pa,,-1,0 10,Pa,–1,4,,,,Operational,Original
bufr4/0/13/005,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013005,Densidad del vapor kg m–3,,3,0,kg m -3 7,3,3,,,,Operational,Original
bufr4/0/13/006,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013006,Alturas de mezcla m,,-1,-40 16,m,–1,5,,,,Operational,Original
bufr4/0/13/007,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013007,Humedad relativa mínima %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/13/008,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013008,Humedad relativa máxima %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/13/009,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013009,Humedad relativa (véase la nota 6) %,,1,-1000 12,%,1,4,,,,Operational,Original
bufr4/0/13/011,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013011,Precipitación total/equivalente total en agua kg m–2,,1,-1 14,kg m -2,1,5,,,,Operational,Original
bufr4/0/13/012,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013012,Espesor de la nieve recién caída m,,2,-2 12,m,2,4,,,,Operational,Original
bufr4/0/13/013,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013013,Espesor total de la nieve m,,2,-2 16,m,2,5,,,,Operational,Original
bufr4/0/13/014,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013014,Lluvia/equivalente en agua de nieve (valore kg m–2,s s–1,4,0 12,kg m s -2 -1,4,4,,,,Operational,Original
bufr4/0/13/015,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013015,Nieve (valores medios) m s–1,,7,0 12,m s -1,7,4,,,,Operational,Original
bufr4/0/13/016,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013016,Agua precipitable kg m–2,,0,0,kg m -2 7,0,3,,,,Operational,Original
bufr4/0/13/019,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013019,Precipitación total en el curso de la hora kg m–2,,1,-1 14,kg m -2,1,4,,,,Operational,Original
bufr4/0/13/020,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013020,Precipitación total en el curso de las 3 hora kg m–2,s,1,-1 14,kg m -2 I.2 - BUFR/CREX Tabla B/13 - 1,1,5 (continúa),,,,Operational,Original
bufr4/0/13/021,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013021,Precipitación total en el curso de las 6 hora kg m–2,s,1,-1 14,kg m -2,1,5,,,,Operational,Original
bufr4/0/13/022,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013022,–2 Precipitación total en el curso de las 12 hora kg m,s,1,-1 14,-2 kg m,1,5,,,,Operational,Original
bufr4/0/13/023,13,Clase 13 — Elementos hidrográfico e hidrológico BUFR/CREX,013023,Precipitación total en el curso de las 24 hora kg m–2,s,1,-1 14,kg m -2,1,5,,,,Operational,Original
