Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/29/001/0,29001,Tipo de proyección,0,Proyección gnomónica,,,,,Operational,Original
bufr4/0/29/001/1,29001,Tipo de proyección,1,Proyección estereográfica polar,,,,,Operational,Original
bufr4/0/29/001/2,29001,Tipo de proyección,2,Proyección cónica de Lambert,,,,,Operational,Original
bufr4/0/29/001/3,29001,Tipo de proyección,3,Proyección de Mercator,,,,,Operational,Original
bufr4/0/29/001/4,29001,Tipo de proyección,4,Cono de barrido (radar),,,El tipo de proyección 4 indica una retícula cartesiana situada directamente en el cono de exploración definido por el barrido azimutal del radar.,,Operational,Original
bufr4/0/29/001/5,29001,Tipo de proyección,5,Reservada,,,,,Operational,Original
bufr4/0/29/001/6,29001,Tipo de proyección,6,Sin proyección,,,,,Operational,Original
bufr4/0/29/001/7,29001,Tipo de proyección,7,Valor faltante,,,,,Operational,Original
bufr4/0/29/002/0,29002,Tipo de retícula de coordenadas,0,Cartesiana,,,,,Operational,Original
bufr4/0/29/002/1,29002,Tipo de retícula de coordenadas,1,Polar,,,,,Operational,Original
bufr4/0/29/002/2,29002,Tipo de retícula de coordenadas,2,De otro tipo,,,,,Operational,Original
bufr4/0/29/002/3-6,29002,Tipo de retícula de coordenadas,3-6,Reservadas,,,,,Operational,Original
bufr4/0/29/002/7,29002,Tipo de retícula de coordenadas,7,Valor faltante,,,,,Operational,Original
