Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/20/001,20,Clase 20 — Fenómenos observados BUFR/CREX,020001,Visibilidad horizontal m,,-1,0 13,m,–1,4,,,,Operational,Original
bufr4/0/20/002,20,Clase 20 — Fenómenos observados BUFR/CREX,020002,Visibilidad vertical m,,-1,0,m 7,–1,3,,,,Operational,Original
bufr4/0/20/003,20,Clase 20 — Fenómenos observados BUFR/CREX,020003,Tiempo presente (véase la nota 1) Tabla de cifrado,,0,0,Tabla de cifrado 9,0,3,,,,Operational,Original
bufr4/0/20/004,20,Clase 20 — Fenómenos observados BUFR/CREX,020004,Tiempo pasado 1) (véase la nota 2) Tabla de cifrado,,0,0,Tabla de cifrado 5,0,2,,,,Operational,Original
bufr4/0/20/005,20,Clase 20 — Fenómenos observados BUFR/CREX,020005,Tiempo pasado 2) (véase la nota 2) Tabla de cifrado,,0,0,Tabla de cifrado 5,0,2,,,,Operational,Original
bufr4/0/20/006,20,Clase 20 — Fenómenos observados BUFR/CREX,020006,Reglas de vuelo Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/20/008,20,Clase 20 — Fenómenos observados BUFR/CREX,020008,Distribución de las nubes para la aviación Tabla de cifrado,,0,0,Tabla de cifrado 5,0,2,,,,Operational,Original
bufr4/0/20/009,20,Clase 20 — Fenómenos observados BUFR/CREX,020009,Indicador general del tiempo (TAF/METAR) Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/20/010,20,Clase 20 — Fenómenos observados BUFR/CREX,020010,Cubierta de nubes (total) (véase la nota 5) %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/20/011,20,Clase 20 — Fenómenos observados BUFR/CREX,020011,Nubosidad Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
