Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
08,Secuencias de los informes de superficie (mar).,D08001,(Boyas/plataforma - fija),,D01033,Boyas/plataforma - fija,"Identificación, tipo, fecha/hora, posición de gran exactitud",,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08001,(Boyas/plataforma - fija),,D02011,Estación de baja altitud,Informe básico de superficie,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08001,(Boyas/plataforma - fija),,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08002,(Boyas/plataforma - fija),,D01034,Boyas/plataforma - fija,"Identificación, tipo, fecha/hora, posición (exactitud aproximada)",,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08002,(Boyas/plataforma - fija),,D02011,Estación de baja altitud,Informe básico de superficie,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08002,(Boyas/plataforma - fija),,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08003,(Boyas/plataforma - en movimiento) (ver Nota 1),,D01035,Boyas/plataforma - en movimiento,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08003,(Boyas/plataforma - en movimiento),,D02011,Estación de baja altitud,Informe básico de superficie,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08003,(Boyas/plataforma - en movimiento),,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08004,(Barco),,D01036,Barco,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08004,(Barco),,D02011,Estación de baja altitud,Informe básico de superficie,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08004,(Barco),,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08005,,,D08004,Barco,Informe básico del barco,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08005,,,D02024,Olas de viento y oleaje.,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B10004,Presión,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B10061,Cambio de presión en 3 horas,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B10063,Característica de la tendencia de presión,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B12004,Temperatura del aire a 2 m,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B13003,Humedad relativa,,,Operational,AI Translator: MCP
08,Secuencias de los informes de superficie (mar).,D08006,(Sección de Boya 1 parámetros opcionales),,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
