Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/33/002/0,33002,Información sobre la calidad,0,Datos no sospechosos,,,,,Operational,Original
bufr4/0/33/002/1,33002,Información sobre la calidad,1,Datos sospechosos,,,,,Operational,Original
bufr4/0/33/002/2,33002,Información sobre la calidad,2,Reservada,,,,,Operational,Original
bufr4/0/33/002/3,33002,Información sobre la calidad,3,Información sobre la calidad no proporcionada,,,,,Operational,Original
bufr4/0/33/003/0,33003,Información sobre la calidad,0,Datos no sospechosos,,,,,Operational,Original
bufr4/0/33/003/1,33003,Información sobre la calidad,1,Datos ligeramente sospechosos,,,,,Operational,Original
bufr4/0/33/003/2,33003,Información sobre la calidad,2,Datos muy sospechosos,,,,,Operational,Original
bufr4/0/33/003/3,33003,Información sobre la calidad,3,Datos considerados inapropiados para utilizarlos,,,,,Operational,Original
bufr4/0/33/003/4-6,33003,Información sobre la calidad,4-6,Reservadas,,,,,Operational,Original
bufr4/0/33/003/7,33003,Información sobre la calidad,7,Información sobre la calidad no proporcionada,,,,,Operational,Original
bufr4/0/33/005/1,33005,Información sobre la calidad (datos EMA),1,Verificaciones automáticas de datos meteorológicos no realizadas,,,,,Operational,Original
bufr4/0/33/005/2,33005,Información sobre la calidad (datos EMA),2,Datos de presión sospechosos,,,,,Operational,Original
bufr4/0/33/005/3,33005,Información sobre la calidad (datos EMA),3,Datos de viento sospechosos,,,,,Operational,Original
bufr4/0/33/005/4,33005,Información sobre la calidad (datos EMA),4,Datos de temperatura del aire sospechosos,,,,,Operational,Original
bufr4/0/33/005/5,33005,Información sobre la calidad (datos EMA),5,Datos de temperatura de bulbo húmedo sospechosos,,,,,Operational,Original
bufr4/0/33/005/6,33005,Información sobre la calidad (datos EMA),6,Datos de humedad sospechosos,,,,,Operational,Original
bufr4/0/33/005/7,33005,Información sobre la calidad (datos EMA),7,Datos de temperatura del terreno sospechosos,,,,,Operational,Original
bufr4/0/33/005/8,33005,Información sobre la calidad (datos EMA),8,Datos de temperatura del suelo (profundidad 1) sospechosos,,,,,Operational,Original
bufr4/0/33/005/9,33005,Información sobre la calidad (datos EMA),9,Datos de temperatura del suelo (profundidad 2) sospechosos,,,,,Operational,Original
bufr4/0/33/005/10,33005,Información sobre la calidad (datos EMA),10,Datos de temperatura del suelo (profundidad 3) sospechosos,,,,,Operational,Original
bufr4/0/33/005/11,33005,Información sobre la calidad (datos EMA),11,Datos de temperatura del suelo (profundidad 4) sospechosos,,,,,Operational,Original
bufr4/0/33/005/12,33005,Información sobre la calidad (datos EMA),12,Datos de temperatura del suelo (profundidad 5) sospechosos,,,,,Operational,Original
bufr4/0/33/005/13,33005,Información sobre la calidad (datos EMA),13,Datos de nubes sospechosos,,,,,Operational,Original
bufr4/0/33/005/14,33005,Información sobre la calidad (datos EMA),14,Datos de visibilidad sospechosos,,,,,Operational,Original
bufr4/0/33/005/15,33005,Información sobre la calidad (datos EMA),15,Datos de tiempo presente sospechosos,,,,,Operational,Original
bufr4/0/33/005/16,33005,Información sobre la calidad (datos EMA),16,Datos de rayos sospechosos,,,,,Operational,Original
bufr4/0/33/005/17,33005,Información sobre la calidad (datos EMA),17,Datos de depósito de hielo sospechosos,,,,,Operational,Original
bufr4/0/33/005/18,33005,Información sobre la calidad (datos EMA),18,Datos de precipitación sospechosos,,,,,Operational,Original
bufr4/0/33/005/19,33005,Información sobre la calidad (datos EMA),19,Datos de estado del terreno sospechosos,,,,,Operational,Original
bufr4/0/33/005/20,33005,Información sobre la calidad (datos EMA),20,Datos de nieve sospechosos,,,,,Operational,Original
bufr4/0/33/005/21,33005,Información sobre la calidad (datos EMA),21,Datos de contenido de agua sospechosos,,,,,Operational,Original
bufr4/0/33/005/22,33005,Información sobre la calidad (datos EMA),22,Datos de evaporación/evapotranspiración sospechosos,,,,,Operational,Original
bufr4/0/33/005/23,33005,Información sobre la calidad (datos EMA),23,Datos de insolación sospechosos,,,,,Operational,Original
bufr4/0/33/005/24-29,33005,Información sobre la calidad (datos EMA),24-29,Reservados,,,,,Operational,Original
bufr4/0/33/005/All-30,33005,Información sobre la calidad (datos EMA),Los 30,Valor faltante,,,,,Operational,Original
bufr4/0/33/006/0,33006,Información interna sobre el estado de la medición (EMA),0,Ningún problema luego de la autoverificación,,,,,Operational,Original
bufr4/0/33/006/1,33006,Información interna sobre el estado de la medición (EMA),1,"Al menos un aviso activo, sin alarmas",,,,,Operational,Original
bufr4/0/33/006/2,33006,Información interna sobre el estado de la medición (EMA),2,Al menos una alarma activa,,,,,Operational,Original
bufr4/0/33/006/3,33006,Información interna sobre el estado de la medición (EMA),3,Desperfecto del sensor,,,,,Operational,Original
bufr4/0/33/006/4-6,33006,Información interna sobre el estado de la medición (EMA),4-6,Reservadas,,,,,Operational,Original
bufr4/0/33/006/7,33006,Información interna sobre el estado de la medición (EMA),7,Valor faltante,,,,,Operational,Original
bufr4/0/33/015/0,33015,Indicador de verificación de la calidad de los datos,0,Todas las verificaciones superadas,,,,,Operational,Original
bufr4/0/33/015/1,33015,Indicador de verificación de la calidad de los datos,1,Verificación de datos faltantes,,,,,Operational,Original
bufr4/0/33/015/2,33015,Indicador de verificación de la calidad de los datos,2,Verificación de globo descendente/reascendente,,,,,Operational,Original
bufr4/0/33/015/3,33015,Indicador de verificación de la calidad de los datos,3,Verificación de la plausibilidad de los datos (por encima de los límites),,,,,Operational,Original
bufr4/0/33/015/4,33015,Indicador de verificación de la calidad de los datos,4,Verificación de la plausibilidad de los datos (por debajo de los límites),,,,,Operational,Original
bufr4/0/33/015/5,33015,Indicador de verificación de la calidad de los datos,5,Verificación del gradiente superadiabático,,,,,Operational,Original
bufr4/0/33/015/6,33015,Indicador de verificación de la calidad de los datos,6,Verificación de ángulos limitantes,,,,,Operational,Original
