Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
16,Secuencias de características sinópticas,D16001,,,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B04004,Hora,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,D01023,latitud/longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B01021,Identificador de características sinópticas,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B02041,Método para estimar informes relacionados con la configuración sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B19001,Tipo de característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B10051,Presión reducida al nivel medio del mar,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B19002,Radio efectivo de la característica,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B19003,Umbral de velocidad del viento,15 m s-1 típicamente,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16001,,,B19004,Radio efectivo con respecto a velocidades del viento por encima del umbral,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B08021,Significado del tiempo,Tiempo de datos (análisis),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04001,Año,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04002,Mes,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04003,Día,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04004,Hora,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04005,Minuto,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B01033,Identificación del centro de origen/generación,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B08021,Significado del tiempo,Tiempo de validez (forecast),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04001,Año,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04002,Mes,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04003,Día,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04004,Hora,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B04005,Minuto,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B07002,Altura o altitud,Nivel de vuelo (base de la capa del gráfico),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16002,(Encabezado),,B07002,Altura o altitud,Nivel de vuelo (parte superior de la capa del gráfico),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,R09000,Replicación retrasada de 9 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B08011,Característica meteorológica,Valor de la corriente en chorro,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B08007,Significado dimensional,Valor para línea,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,R04000,Replicación retrasada de 4 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B05002,Latitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B06002,Longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B10002,Altura,Nivel de vuelo,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B08007,Significado dimensional,Cancelar,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16003,(Corriente en chorro),,B08011,Característica meteorológica,Cancelar | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,R10000,Replicación retrasada de 10 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B08011,Característica meteorológica,Valor para turbulencia,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B08007,Significado dimensional,Valor para el área,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B07002,Altura o altitud,Nivel de vuelo (base de la capa),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B07002,Altura o altitud,Nivel de vuelo (parte superior de la capa),,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,R02000,Replicación retrasada de 2 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B05002,Latitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B06002,Longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B11031,Grado de turbulencia,,(ver Nota 1),Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B08007,Significado dimensional,Cancelar,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16004,(Turbulencia),,B08011,Característica meteorológica,Cancelar | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,R08000,Replicación retrasada de 8 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B08005,Significado del atributo meteorológico,Centro de tormenta,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B08007,Significado dimensional,Valor para punto,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B05002,Latitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B06002,Longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B01026,Nombre de tormenta de la OMM,"Use ""DESCONOCIDO"" para una tormenta de arena",,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B19001,Tipo de característica sinóptica,Valor para el tipo de tormenta,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B08007,Significado dimensional,Cancelar,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16005,(Tormenta),,B08005,Significado del atributo meteorológico,Cancelar | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de características sinópticas,D16006,(Nube),,R11000,Replicación retrasada de 11 descriptores,,,Operational,AI Translator: MCP
