Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/00/002/1/000002,00,Secuencias correspondientes a las entradas en las tablas BUFR,300002,,,000002,,,,,Operational,Original
bufr4/3/00/002/2/000003,00,Secuencias correspondientes a las entradas en las tablas BUFR,300002,,,000003,,,,,Operational,Original
bufr4/3/00/003/1/000010,00,Secuencias correspondientes a las entradas en las tablas BUFR,300003,,,000010,,,,,Operational,Original
bufr4/3/00/003/2/000011,00,Secuencias correspondientes a las entradas en las tablas BUFR,300003,,,000011,,,,,Operational,Original
bufr4/3/00/003/3/000012,00,Secuencias correspondientes a las entradas en las tablas BUFR,300003,,,000012,,,,,Operational,Original
bufr4/3/00/004/1/300003,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,300003,,,,,Operational,Original
bufr4/3/00/004/2/000013,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000013,,,,,Operational,Original
bufr4/3/00/004/3/000014,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000014,,,,,Operational,Original
bufr4/3/00/004/4/000015,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000015,,,,,Operational,Original
bufr4/3/00/004/5/000016,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000016,,,,,Operational,Original
bufr4/3/00/004/6/000017,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000017,,,,,Operational,Original
bufr4/3/00/004/7/000018,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000018,,,,,Operational,Original
bufr4/3/00/004/8/000019,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000019,,,,,Operational,Original
bufr4/3/00/004/9/000020,00,Secuencias correspondientes a las entradas en las tablas BUFR,300004,,,000020,,,,,Operational,Original
bufr4/3/00/010/1/300003,00,Secuencias correspondientes a las entradas en las tablas BUFR,300010,,,300003,,,,,Operational,Original
bufr4/3/00/010/2/101000,00,Secuencias correspondientes a las entradas en las tablas BUFR,300010,,,101000,,,,,Operational,Original
bufr4/3/00/010/3/031001,00,Secuencias correspondientes a las entradas en las tablas BUFR,300010,,,031001,,,,,Operational,Original
bufr4/3/00/010/4/000030,00,Secuencias correspondientes a las entradas en las tablas BUFR,300010,,,000030,,,,,Operational,Original
bufr4/3/00/015/1/000030,00,Secuencias correspondientes a las entradas en las tablas BUFR,300015,,,000030,,,,,Operational,Original
bufr4/3/00/015/2/102000,00,Secuencias correspondientes a las entradas en las tablas BUFR,300015,,,102000,,,,,Operational,Original
bufr4/3/00/015/3/031002,00,Secuencias correspondientes a las entradas en las tablas BUFR,300015,,,031002,,,,,Operational,Original
bufr4/3/00/015/4/000024,00,Secuencias correspondientes a las entradas en las tablas BUFR,300015,,,000024,,,,,Operational,Original
bufr4/3/00/015/5/000025,00,Secuencias correspondientes a las entradas en las tablas BUFR,300015,,,000025,,,,,Operational,Original
bufr4/3/00/016/1/000030,00,Secuencias correspondientes a las entradas en las tablas BUFR,300016,,,000030,,,,,Operational,Original
bufr4/3/00/016/2/102000,00,Secuencias correspondientes a las entradas en las tablas BUFR,300016,,,102000,,,,,Operational,Original
bufr4/3/00/016/3/031001,00,Secuencias correspondientes a las entradas en las tablas BUFR,300016,,,031001,,,,,Operational,Original
bufr4/3/00/016/4/000026,00,Secuencias correspondientes a las entradas en las tablas BUFR,300016,,,000026,,,,,Operational,Original
bufr4/3/00/016/5/000027,00,Secuencias correspondientes a las entradas en las tablas BUFR,300016,,,000027,I.2 – BUFR Tabla D/00 — 1,,,,Operational,Original
