Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/04/059/1,4059,Horas de observación utilizadas para calcular los valores medios notificados,1,0000 UTC,,,,,Operational,Original
bufr4/0/04/059/2,4059,Horas de observación utilizadas para calcular los valores medios notificados,2,0600 UTC,,,,,Operational,Original
bufr4/0/04/059/3,4059,Horas de observación utilizadas para calcular los valores medios notificados,3,1200 UTC,,,,,Operational,Original
bufr4/0/04/059/4,4059,Horas de observación utilizadas para calcular los valores medios notificados,4,1800 UTC,,,,,Operational,Original
bufr4/0/04/059/5,4059,Horas de observación utilizadas para calcular los valores medios notificados,5,Otras horas,,,,,Operational,Original
bufr4/0/04/059/All-6,4059,Horas de observación utilizadas para calcular los valores medios notificados,Todos los 6,Valor faltante,,,,,Operational,Original
bufr4/0/04/080/0,4080,Período de premediación para el valor siguiente,0,Valores inmediatos,,,,,Operational,Original
bufr4/0/04/080/1,4080,Período de premediación para el valor siguiente,1,Menos de 15 min,,,,,Operational,Original
bufr4/0/04/080/2,4080,Período de premediación para el valor siguiente,2,De 15 a 45 min,,,,,Operational,Original
bufr4/0/04/080/3,4080,Período de premediación para el valor siguiente,3,Más de 45 min,,,,,Operational,Original
bufr4/0/04/080/4-8,4080,Período de premediación para el valor siguiente,4-8,Reservadas,,,,,Operational,Original
bufr4/0/04/080/9,4080,Período de premediación para el valor siguiente,9,Datos no disponibles,,,,,Operational,Original
bufr4/0/04/080/10-14,4080,Período de premediación para el valor siguiente,10-14,No utilizadas,,,,,Operational,Original
bufr4/0/04/080/15,4080,Período de premediación para el valor siguiente,15,Valor faltante,,,,,Operational,Original
