Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/00/001,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000001,Tabla A: elemento CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/00/002,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000002,"Tabla A: descripción de la categoría de datos, línea 1",CCITT IA5,0,0,Carácter 256,,0,32,,,Operational,Original
bufr4/0/00/003,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000003,"Tabla A: descripción de la categoría de datos, línea 2",CCITT IA5,0,0,Carácter 256,,0,32,,,Operational,Original
bufr4/0/00/004,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000004,Tabla maestra BUFR/CREX (véase la nota 1) CCITT IA5,,0,0,Carácter 16,,0,2,,,Operational,Original
bufr4/0/00/005,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000005,Número de edición BUFR/CREX CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/00/006,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000006,Número de versión de la tabla maestra CCITT IA5,,0,0,Carácter 16,,0,2,,,Operational,Original
bufr4/0/00/007,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000007,Número de versión de la tabla maestra CCITT IA5,,0,0,Carácter 16,,0,2,,,Operational,Original
bufr4/0/00/008,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000008,Número de versión de la tabla maestra CCITT IA5,,0,0,Carácter 16,,0,2,,,Operational,Original
bufr4/0/00/010,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000010,Descriptor F que se agregará o definirá CCITT IA5,,0,0,Carácter 8,,0,1,,,Operational,Original
bufr4/0/00/011,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000011,Descriptor X que se agregará o definirá CCITT IA5,,0,0,Carácter 16,,0,2,,,Operational,Original
bufr4/0/00/012,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000012,Descriptor Y que se agregará o definirá CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/00/013,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000013,"Nombre del elemento, línea 1 CCITT IA5",,0,0,Carácter 256,,0,32,,,Operational,Original
bufr4/0/00/014,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000014,"Nombre del elemento, línea 2 CCITT IA5",,0,0,Carácter 256,,0,32,,,Operational,Original
bufr4/0/00/015,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000015,Nombre de las unidade CCITT IA5,s,0,0,Carácter 192,,0,24,,,Operational,Original
bufr4/0/00/016,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000016,Signo del factor de escala CCITT IA5,,0,0,Carácter 8,,0,1,,,Operational,Original
bufr4/0/00/017,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000017,Factor de escala CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/00/018,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000018,Signo de referencia de las unidade CCITT IA5,s,0,0,Carácter 8,I.2 – BUFR/CREX Tabla B/00 – 1,0,1 (continúa),,,Operational,Original
bufr4/0/00/019,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000019,Valor de referencia de las unidade CCITT IA5,s,0,0,Carácter 80,,0,10,,,Operational,Original
bufr4/0/00/020,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000020,Anchura de datos del elemento CCITT IA5,,0,0,Carácter 24,,0,3,,,Operational,Original
bufr4/0/00/024,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000024,Cifra de clave CCITT IA5,,0,0,Carácter 64,,0,8,,,Operational,Original
bufr4/0/00/025,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000025,Significado de la cifra de clave CCITT IA5,,0,0,Carácter 496,,0,62,,,Operational,Original
bufr4/0/00/026,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000026,Número de bit CCITT IA5,s,0,0,Carácter 48,,0,6,,,Operational,Original
bufr4/0/00/027,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000027,Significado del número de bit CCITT IA5,s,0,0,Carácter 496,,0,62,,,Operational,Original
bufr4/0/00/030,00,Clase 00 — Entradas de las tablas BUFR/CREX*,000030,Secuencia que define al descriptor CCITT IA5,,0,0,Carácter 48,,0,6 (continúa),,,Operational,Original
