Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/08/001/1/301033,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,301033,"Identificación, tipo, Boya/plataforma — fija fecha/hora, posición",,,,Operational,Original
bufr4/3/08/001/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,302011,Informe básico de Estación de baja altitud observación de superficie,,,,Operational,Original
bufr4/3/08/001/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,022042,Temperatura del mar/agua (Boya o plataforma — fija),,,,Operational,Original
bufr4/3/08/002/1/301034,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(gran exactitud),,301034,"Identificación, tipo, Boya/plataforma — fija fecha/hora, posición",,,,Operational,Original
bufr4/3/08/002/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(gran exactitud),,302011,Informe básico de Estación de baja altitud observación de superficie,,,,Operational,Original
bufr4/3/08/002/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(gran exactitud),,022042,Temperatura del mar/agua (Boya o plataforma — móvil) (Véase la nota 1),,,,Operational,Original
bufr4/3/08/003/1/301035,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(exactitud aproximada),,301035,"Identificación, Boya/plataforma — móvil movimiento, tipo, fecha/hora, posición",,,,Operational,Original
bufr4/3/08/003/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(exactitud aproximada),,302011,Informe básico de Estación de baja altitud observación de superficie,,,,Operational,Original
bufr4/3/08/003/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(exactitud aproximada),,022042,Temperatura del mar/agua (Buque),,,,Operational,Original
bufr4/3/08/004/1/301036,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(exactitud aproximada),,301036,"Identificación, Buque movimiento, tipo, fecha/hora, posición",,,,Operational,Original
bufr4/3/08/004/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(exactitud aproximada),,302011,Informe básico de Estación de baja altitud observación de superficie,,,,Operational,Original
bufr4/3/08/004/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(exactitud aproximada),,022042,Temperatura del mar/agua,,,,Operational,Original
bufr4/3/08/005/1/308004,08,Secuencias de los informes de las observaciones de superficie (mar),308005,(exactitud aproximada),,308004,Informe básico de Buque buque,,,,Operational,Original
bufr4/3/08/005/2/302024,08,Secuencias de los informes de las observaciones de superficie (mar),308005,(exactitud aproximada),,302024,Olas de viento y olas de mar de fondo,,,,Operational,Original
bufr4/3/08/006/1/010004,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010004,Presión,,,,Operational,Original
bufr4/3/08/006/2/010061,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010061,Cambio de la presión en 3 horas,,,,Operational,Original
bufr4/3/08/006/3/010063,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010063,Característica de la tendencia barométrica,,,,Operational,Original
bufr4/3/08/006/4/011001,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011001,Dirección del viento,,,,Operational,Original
bufr4/3/08/006/5/011002,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011002,Velocidad del viento,,,,Operational,Original
bufr4/3/08/006/6/012004,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,012004,Temperatura del aire a 2 m I.2 – BUFR Tabla D/08 — 1,(continúa),,,Operational,Original
bufr4/3/08/006/7/013003,08,Secuencias de los informes de las observaciones de superficie (mar),308006,,,013003,Humedad relativa,,,,Operational,Original
bufr4/3/08/006/8/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308006,,,022042,Temperatura del mar/agua,,,,Operational,Original
bufr4/3/08/007/1/301055,08,Secuencias de los informes de las observaciones de superficie (mar),308007,,,301055,"Identificación y tipo de estación fecha/hora, posición (gran exactitud), movimiento",,,,Operational,Original
bufr4/3/08/007/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308007,,,302011,Informe básico de Estación de baja altitud observación de superficie,,,,Operational,Original
bufr4/3/08/007/3/007062,08,Secuencias de los informes de las observaciones de superficie (mar),308007,,,007062,Profundidad por debajo de la superficie del mar/agua,,,,Operational,Original
bufr4/3/08/007/4/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308007,,,022042,Temperatura del mar/agua,,,,Operational,Original
bufr4/3/08/009/1/301093,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,301093,"Identificación del buque, movimiento, fecha/hora, coordenadas horizontal y vertical",,,,Operational,Original
bufr4/3/08/009/2/302001,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302001,Presión y cambio de presión en tres horas,,,,Operational,Original
bufr4/3/08/009/3/302054,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302054,Datos “instantáneos” desde buques,,,,Operational,Original
bufr4/3/08/009/4/008002,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,008002,Significación vertical (observaciones en superficie),,,,Operational,Original
bufr4/3/08/009/5/302055,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302055,Engelamiento y hielo,,,,Operational,Original
bufr4/3/08/009/6/302057,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302057,Datos marinos desde buques,,,,Operational,Original
bufr4/3/08/009/7/302060,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302060,Datos “del período” desde buques,,,,Operational,Original
bufr4/3/08/010/1/001011,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,001011,Identificador del buque o de la estación terrestre móvil,,,,Operational,Original
bufr4/3/08/010/2/113000,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,113000,Repetición diferida de 13 descriptores,,,,Operational,Original
bufr4/3/08/010/3/031001,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/08/010/4/301011,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301011,"Año, mes, día",,,,Operational,Original
bufr4/3/08/010/5/301012,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301012,"Hora, minuto",,,,Operational,Original
bufr4/3/08/010/6/301021,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301021,(Latitud/longitud (gran exactitud),,,,Operational,Original
bufr4/3/08/010/7/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,004080,Período de promediación del valor siguiente,,,,Operational,Original
bufr4/3/08/010/8/022049,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,022049,Temperatura en la superficie del mar,,,,Operational,Original
bufr4/3/08/010/9/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,004080,Período de promediación del valor siguiente,,,,Operational,Original
bufr4/3/08/010/10/022059,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,022059,Salinidad en la superficie del mar,,,,Operational,Original
bufr4/3/08/010/11/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,004080,Período de promediación del valor siguiente,,,,Operational,Original
bufr4/3/08/010/12/022005,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,022005,Dirección de la corriente en la superficie del mar,,,,Operational,Original
