Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/16/001/1/301011,16,Secuencias de las características sinópticas,316001,,,301011,"Año, mes, día",,,,Operational,Original
bufr4/3/16/001/2/004004,16,Secuencias de las características sinópticas,316001,,,004004,Hora,,,,Operational,Original
bufr4/3/16/001/3/301023,16,Secuencias de las características sinópticas,316001,,,301023,Latitud/longitud (precisión aproximada),,,,Operational,Original
bufr4/3/16/001/4/001021,16,Secuencias de las características sinópticas,316001,,,001021,Identificador de la configuración sinóptica,,,,Operational,Original
bufr4/3/16/001/5/002041,16,Secuencias de las características sinópticas,316001,,,002041,Método de estimación utilizado para el informe de configuración sinóptica,,,,Operational,Original
bufr4/3/16/001/6/019001,16,Secuencias de las características sinópticas,316001,,,019001,Tipo de configuración sinóptica,,,,Operational,Original
bufr4/3/16/001/7/010051,16,Secuencias de las características sinópticas,316001,,,010051,Presión reducida a nivel medio del mar,,,,Operational,Original
bufr4/3/16/001/8/019002,16,Secuencias de las características sinópticas,316001,,,019002,Radio real de la configuración,,,,Operational,Original
bufr4/3/16/001/9/019003,16,Secuencias de las características sinópticas,316001,,,019003,Generalmente 15 m Umbral de velocidad del viento s–1,,,,Operational,Original
bufr4/3/16/001/10/019004,16,Secuencias de las características sinópticas,316001,,,019004,Radio real para las velocidades del viento superiores al umbral,,,,Operational,Original
bufr4/3/16/002/1/008021,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Hora de los datos Significación temporal,,,,Operational,Original
bufr4/3/16/002/2/004001,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational,Original
bufr4/3/16/002/3/004002,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational,Original
bufr4/3/16/002/4/004003,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational,Original
bufr4/3/16/002/5/004004,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational,Original
bufr4/3/16/002/6/004005,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational,Original
bufr4/3/16/002/7/001033,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,001033,Identificación del centro de origen/generación,,,,Operational,Original
bufr4/3/16/002/8/008021,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Hora de validez Significación temporal (pronóstico),,,,Operational,Original
bufr4/3/16/002/9/004001,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational,Original
bufr4/3/16/002/10/004002,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational,Original
bufr4/3/16/002/11/004003,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational,Original
bufr4/3/16/002/12/004004,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational,Original
bufr4/3/16/002/13/004005,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational,Original
bufr4/3/16/002/14/007002,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Nivel de vuelo (base Altura o altitud de la capa del mapa),,,,Operational,Original
bufr4/3/16/002/15/007002,16,Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Nivel de vuelo (cima Altura o altitud de la capa del mapa) (Corriente de chorro),,,,Operational,Original
bufr4/3/16/003/1/110000,16,Secuencias de las características sinópticas,316003,(análisis),,110000,Repetición diferida de 10 descriptores,,,,Operational,Original
bufr4/3/16/003/2/031001,16,Secuencias de las características sinópticas,316003,(análisis),,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/16/003/3/008011,16,Secuencias de las características sinópticas,316003,(análisis),,008011,Valor de la corriente Característica meteorológica de chorro,,,,Operational,Original
bufr4/3/16/003/4/008007,16,Secuencias de las características sinópticas,316003,(análisis),,008007,Significación dimensional Valor de la línea,,,,Operational,Original
bufr4/3/16/003/5/104000,16,Secuencias de las características sinópticas,316003,(análisis),,104000,Repetición diferida de 4 descriptores,,,,Operational,Original
bufr4/3/16/003/6/031001,16,Secuencias de las características sinópticas,316003,(análisis),,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/16/003/7/005002,16,Secuencias de las características sinópticas,316003,(análisis),,005002,Latitud (exactitud aproximada),,,,Operational,Original
bufr4/3/16/003/8/006002,16,Secuencias de las características sinópticas,316003,(análisis),,006002,Longitud (exactitud aproximada),,,,Operational,Original
bufr4/3/16/003/9/010002,16,Secuencias de las características sinópticas,316003,(análisis),,010002,Altura Nivel de vuelo,,,,Operational,Original
bufr4/3/16/003/10/011002,16,Secuencias de las características sinópticas,316003,(análisis),,011002,Velocidad del viento,,,,Operational,Original
bufr4/3/16/003/11/008007,16,Secuencias de las características sinópticas,316003,(análisis),,008007,Significación dimensional Anular,,,,Operational,Original
