Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/33/002,33,Clase 33 — Información sobre la calidad BUFR/CREX,033002,Información sobre la calidad Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/33/003,33,Clase 33 — Información sobre la calidad BUFR/CREX,033003,Información sobre la calidad Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/005,33,Clase 33 — Información sobre la calidad BUFR/CREX,033005,Información sobre la calidad (datos EMA) Tabla de banderines,,0,0,Tabla de 30 banderines,0,10,,,,Operational,Original
bufr4/0/33/006,33,Clase 33 — Información sobre la calidad BUFR/CREX,033006,Tabla de cifrado Información interna sobre el estado de la medición (EMA),,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/007,33,Clase 33 — Información sobre la calidad BUFR/CREX,033007,Porcentaje de confianza %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/33/015,33,Clase 33 — Información sobre la calidad BUFR/CREX,033015,Tabla de cifrado Indicador de verificación de la calidad de los datos,,0,0,Tabla de cifrado 6,0,2,,,,Operational,Original
bufr4/0/33/020,33,Clase 33 — Información sobre la calidad BUFR/CREX,033020,Tabla de cifrado Indicación del control de la calidad del valor siguiente,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/021,33,Clase 33 — Información sobre la calidad BUFR/CREX,033021,Calidad del valor siguiente Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/33/022,33,Clase 33 — Información sobre la calidad BUFR/CREX,033022,Tabla de cifrado Calidad de la transmisión entre el satélite y la boya,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/33/023,33,Clase 33 — Información sobre la calidad BUFR/CREX,033023,Calidad de la ubicación de la boya Tabla de cifrado,,0,0,Tabla de cifrado 2,0,1,,,,Operational,Original
bufr4/0/33/024,33,Clase 33 — Información sobre la calidad BUFR/CREX,033024,Tabla de cifrado Marca de la calidad de la elevación de la estación (para estaciones móviles),,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/33/025,33,Clase 33 — Información sobre la calidad BUFR/CREX,033025,Indicador de valores interpolados ACARS Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/026,33,Clase 33 — Información sobre la calidad BUFR/CREX,033026,Calidad de la humedad Tabla de cifrado,,0,0,Tabla de cifrado 6,0,2,,,,Operational,Original
bufr4/0/33/027,33,Clase 33 — Información sobre la calidad BUFR/CREX,033027,Tabla de cifrado Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/028,33,Clase 33 — Información sobre la calidad BUFR/CREX,033028,Calidad general de la instantánea Tabla de cifrado,,0,0,Tabla de cifrado 3,0,1,,,,Operational,Original
bufr4/0/33/030,33,Clase 33 — Información sobre la calidad BUFR/CREX,033030,Banderines de estado de la línea de exploración Tabla de para ATOVS banderines,,0,0,Tabla de 24 banderines I.2 - BUFR/CREX Tabla B/33 - 1,0,8 (continúa),,,,Operational,Original
bufr4/0/33/031,33,Clase 33 — Información sobre la calidad BUFR/CREX,033031,Banderines de calidad de la línea de exploración Tabla de para ATOVS banderines,,0,0,Tabla de 24 banderines,0,8,,,,Operational,Original
bufr4/0/33/032,33,Clase 33 — Información sobre la calidad BUFR/CREX,033032,Banderines de calidad del canal para ATOVS Tabla de banderines,,0,0,Tabla de 24 banderines,0,8,,,,Operational,Original
bufr4/0/33/033,33,Clase 33 — Información sobre la calidad BUFR/CREX,033033,Banderines de calidad del campo de visión para Tabla de ATOVS banderines,,0,0,Tabla de 24 banderines,0,8,,,,Operational,Original
bufr4/0/33/035,33,Clase 33 — Información sobre la calidad BUFR/CREX,033035,Control de calidad manual/automático Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/33/036,33,Clase 33 — Información sobre la calidad BUFR/CREX,033036,Umbral de confianza nominal %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/33/037,33,Clase 33 — Información sobre la calidad BUFR/CREX,033037,Error de correlación del viento Tabla de banderines,,0,0,Tabla de 20 banderines,0,7,,,,Operational,Original
