Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
09,Secuencias de los sondeos verticales (datos convencionales),D09001,(Perfil vertical del viento),,D01037,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de gran exactitud)",,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09001,(Perfil vertical del viento),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09001,(Perfil vertical del viento),,D03011,Viento a altura,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09002,(Perfil vertical del viento),,D01038,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de precisión gruesa)",,Operational,AI Translator: MCP
09,Secuencias de los sondeos verticales (datos convencionales),D09002,(Perfil vertical del viento),,R01000,Replicación diferida de 1 descriptor,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09002,(Perfil vertical del viento),,D03011,Viento a altura,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09003,(Perfil vertical del viento),,D01037,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de gran exactitud)",,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09003,(Perfil vertical del viento),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09003,(Perfil vertical del viento),,D03012,Viento en nivel de presión,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09004,(Perfil vertical del viento),,D01038,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de precisión gruesa)",,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09004,(Perfil vertical del viento),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09004,(Perfil vertical del viento),,D03012,Viento en nivel de presión,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09005,(Sondeo vertical con humedad relativa),,D01037,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de gran exactitud)",,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09005,(Sondeo vertical con humedad relativa),,D02004,Información general sobre la nube,Capa de nubes significativa,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09005,(Sondeo vertical con humedad relativa),,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09005,(Sondeo vertical con humedad relativa),,D03013,"Geopotencial, temperatura, humedad, viento en nivel de presión",,,Operational,AI Translator: MCP
09,secuencias de los sondeos verticales (datos convencionales),D09006,(Sondeo vertical con humedad relativa),,D01038,Estación terrestre para sondeos verticales,"Identificación, etc. (estación terrestre, posición de precisión gruesa)",,Operational,AI Translator: MCP
