Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
15,Secuencias de informes oceanográficos,D15001,(Normalmente se informa de la sonda submarina sin campos opcionales.),,B01011,Identificador de estación de barco o estación terrestre móvil,Señal de llamada del barco,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15001,(Generalmente se informa el sondeo submarino sin campos opcionales.),,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15001,(Normalmente se informa de la sondeo submarino sin campos opcionales.),,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15001,(Normalmente se informa el sondeo submarino sin campos opcionales.),,D01023,Latitud/longitud (exactitud aproximada),,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15001,(Normalmente se informa de la sonda submarina sin campos opcionales.),,D06001,"Profundidad, temperatura",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15002,(Generalmente se informa el sondeo submarino sin campos opcionales.),,B01011,Identificador de estación de barco o estación terrestre móvil,Señal de llamada del barco,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15002,(Generalmente se informa el sondeo submarino sin campos opcionales.),,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15002,(Generalmente se informa el sondeo submarino sin campos opcionales.),,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15002,(Generalmente se informa el sondeo submarino sin campos opcionales.),,D01023,Latitud/longitud (exactitud aproximada),,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15002,(Generalmente se informa el sondeo submarino sin campos opcionales.),,D06004,"Profundidad, temperatura, salinidad",,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15004,(Secuencia de datos del perfil de temperatura XBT),,B01079,Identificador único para el perfil,Cadena hexadecimal,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15004,(Secuencia de datos del perfil de temperatura XBT),,B01011,Identificador de estación de barco o estación terrestre móvil,Señal de llamada del barco,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15004,(Secuencia de datos del perfil de temperatura XBT),,B01103,Número IMO. Registro único de Lloyd.,= 0 a 9999999,,Operational,AI Translator: MCP
15,Secuencias de informes oceanográficos,D15004,(Secuencia de datos del perfil de temperatura XBT),,B01087,Identificador extendido de plataforma de observación marina de la OMM,,(ver Nota 1),Operational,AI Translator: MCP
