Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/12/001/1/301043,12,Secuencias de los informes de las observaciones de nivel único,312001,(datos satelitales),,301043,,,,,Operational,Original
bufr4/3/12/001/2/304001,12,Secuencias de los informes de las observaciones de nivel único,312001,(datos satelitales),,304001,,,,,Operational,Original
bufr4/3/12/002/1/301043,12,Secuencias de los informes de las observaciones de nivel único,312002,,,301043,,,,,Operational,Original
bufr4/3/12/002/2/304002,12,Secuencias de los informes de las observaciones de nivel único,312002,,,304002,,,,,Operational,Original
bufr4/3/12/003/1/301042,12,Secuencias de los informes de las observaciones de nivel único,312003,,,301042,,,,,Operational,Original
bufr4/3/12/003/2/304003,12,Secuencias de los informes de las observaciones de nivel único,312003,,,304003,,,,,Operational,Original
bufr4/3/12/004/1/301042,12,Secuencias de los informes de las observaciones de nivel único,312004,,,301042,,,,,Operational,Original
bufr4/3/12/004/2/304004,12,Secuencias de los informes de las observaciones de nivel único,312004,,,304004,,,,,Operational,Original
bufr4/3/12/005/1/301042,12,Secuencias de los informes de las observaciones de nivel único,312005,,,301042,,,,,Operational,Original
bufr4/3/12/005/2/020014,12,Secuencias de los informes de las observaciones de nivel único,312005,,,020014,,,,,Operational,Original
bufr4/3/12/006/1/301044,12,Secuencias de los informes de las observaciones de nivel único,312006,,,301044,,,,,Operational,Original
bufr4/3/12/006/2/304005,12,Secuencias de los informes de las observaciones de nivel único,312006,,,304005,,,,,Operational,Original
bufr4/3/12/007/1/301042,12,Secuencias de los informes de las observaciones de nivel único,312007,,,301042,,,,,Operational,Original
bufr4/3/12/007/2/304006,12,Secuencias de los informes de las observaciones de nivel único,312007,,,304006,,,,,Operational,Original
bufr4/3/12/010/1/001007,12,Secuencias de los informes de las observaciones de nivel único,312010,,,001007,,,,,Operational,Original
bufr4/3/12/010/2/005040,12,Secuencias de los informes de las observaciones de nivel único,312010,,,005040,,,,,Operational,Original
bufr4/3/12/010/3/002021,12,Secuencias de los informes de las observaciones de nivel único,312010,,,002021,,,,,Operational,Original
bufr4/3/12/010/4/005041,12,Secuencias de los informes de las observaciones de nivel único,312010,,,005041,,,,,Operational,Original
bufr4/3/12/010/5/004001,12,Secuencias de los informes de las observaciones de nivel único,312010,,,004001,,,,,Operational,Original
bufr4/3/12/010/6/004043,12,Secuencias de los informes de las observaciones de nivel único,312010,,,004043,,,,,Operational,Original
bufr4/3/12/011/1/202131,12,Secuencias de los informes de las observaciones de nivel único,312011,,,202131,,,,,Operational,Original
bufr4/3/12/011/2/201149,12,Secuencias de los informes de las observaciones de nivel único,312011,,,201149,,,,,Operational,Original
bufr4/3/12/011/3/004006,12,Secuencias de los informes de las observaciones de nivel único,312011,,,004006,,,,,Operational,Original
bufr4/3/12/011/4/201000,12,Secuencias de los informes de las observaciones de nivel único,312011,,,201000,,,,,Operational,Original
bufr4/3/12/011/5/202126,12,Secuencias de los informes de las observaciones de nivel único,312011,,,202126,,,,,Operational,Original
bufr4/3/12/011/6/010002,12,Secuencias de los informes de las observaciones de nivel único,312011,,,010002,,,,,Operational,Original
bufr4/3/12/011/7/202000,12,Secuencias de los informes de las observaciones de nivel único,312011,,,202000,,,,,Operational,Original
bufr4/3/12/011/8/005043,12,Secuencias de los informes de las observaciones de nivel único,312011,,,005043,,,,,Operational,Original
bufr4/3/12/011/9/005053,12,Secuencias de los informes de las observaciones de nivel único,312011,,,005053,I.2 – BUFR Tabla D/12 — 1,(continúa),,,Operational,Original
bufr4/3/12/012/1/202129,12,Secuencias de los informes de las observaciones de nivel único,312012,,,202129,,,,,Operational,Original
bufr4/3/12/012/2/201132,12,Secuencias de los informes de las observaciones de nivel único,312012,,,201132,,,,,Operational,Original
bufr4/3/12/012/3/101019,12,Secuencias de los informes de las observaciones de nivel único,312012,,,101019,,,,,Operational,Original
bufr4/3/12/012/4/012063,12,Secuencias de los informes de las observaciones de nivel único,312012,,,012063,,,,,Operational,Original
bufr4/3/12/012/5/201000,12,Secuencias de los informes de las observaciones de nivel único,312012,,,201000,,,,,Operational,Original
bufr4/3/12/012/6/202000,12,Secuencias de los informes de las observaciones de nivel único,312012,,,202000,,,,,Operational,Original
bufr4/3/12/013/1/005042,12,Secuencias de los informes de las observaciones de nivel único,312013,,,005042,,,,,Operational,Original
bufr4/3/12/013/2/202129,12,Secuencias de los informes de las observaciones de nivel único,312013,,,202129,,,,,Operational,Original
bufr4/3/12/013/3/201135,12,Secuencias de los informes de las observaciones de nivel único,312013,,,201135,,,,,Operational,Original
bufr4/3/12/013/4/012063,12,Secuencias de los informes de las observaciones de nivel único,312013,,,012063,,,,,Operational,Original
bufr4/3/12/013/5/201000,12,Secuencias de los informes de las observaciones de nivel único,312013,,,201000,,,,,Operational,Original
bufr4/3/12/013/6/202000,12,Secuencias de los informes de las observaciones de nivel único,312013,,,202000,,,,,Operational,Original
bufr4/3/12/014/1/312010,12,Secuencias de los informes de las observaciones de nivel único,312014,,,312010,,,,,Operational,Original
bufr4/3/12/014/2/312011,12,Secuencias de los informes de las observaciones de nivel único,312014,,,312011,,,,,Operational,Original
bufr4/3/12/014/3/105056,12,Secuencias de los informes de las observaciones de nivel único,312014,,,105056,,,,,Operational,Original
bufr4/3/12/014/4/301023,12,Secuencias de los informes de las observaciones de nivel único,312014,,,301023,,,,,Operational,Original
bufr4/3/12/014/5/005042,12,Secuencias de los informes de las observaciones de nivel único,312014,,,005042,,,,,Operational,Original
bufr4/3/12/014/6/005052,12,Secuencias de los informes de las observaciones de nivel único,312014,,,005052,,,,,Operational,Original
bufr4/3/12/014/7/312012,12,Secuencias de los informes de las observaciones de nivel único,312014,,,312012,,,,,Operational,Original
bufr4/3/12/014/8/312013,12,Secuencias de los informes de las observaciones de nivel único,312014,,,312013,,,,,Operational,Original
