Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
35,Información de monitoreo,D35001,(Especificar estación de monitoreo),,B08035,Tipo de ejercicio de monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35001,(Especificar estación de monitoreo),,B35001,Marco temporal para el monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35001,(Especificar estación de monitoreo),,B08036,Tipo de centro o estación que realiza el monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35001,(Especificar estación de monitoreo),,D01001,Bloque WMO y números de estación,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35002,(Especificar centro de monitoreo),,B08035,Tipo de ejercicio de monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35002,(Especificar centro de monitoreo),,B35001,Marco temporal para el monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35002,(Especificar centro de monitoreo),,B08036,Tipo de centro o estación que realiza el monitoreo,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35002,(Especificar centro de monitoreo),,B01033,Identificación del centro de origen/generación,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B08021,Significado del tiempo,(23) Período de monitoreo,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B04001,Año,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B04002,Mes,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B04003,Día,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B04004,Hora,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35003,(Especificar período de monitoreo),,B04073,Período corto de tiempo o desplazamiento,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B08021,Significado del tiempo,(24) Límite de tiempo acordado para la recepción del informe,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B04004,Hora,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B08021,Significado del tiempo,(25) Tiempo de informe nominal,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B04004,Hora,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B35000,FM y número de código regional,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,D01001,Bloque WMO y números de estación,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35004,(Especifique el tipo de informe y la estación única que se está monitoreando.),,B35011,Número de informes realmente recibidos,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B08021,Significado del tiempo,Límite de tiempo acordado para la recepción del informe,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B04004,Hora,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B08021,Significado del tiempo,(25) Tiempo de informe nominal,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B04004,Hora,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B35000,FM y número de código regional,,,Operational,AI Translator: MCP
35,Información de monitoreo,D35005,(Especifique el tipo de informe y el bloque WMO que se está monitoreando.),,B01001,Número de bloque WMO,,,Operational,AI Translator: MCP
