Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/03/001,03,Clase 03 — Instrumentos BUFR/CREX,003001,Tipo de estación de superficie Tabla de cifrado,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/03/003,03,Clase 03 — Instrumentos BUFR/CREX,003003,Abrigo del termómetro/higrómetro Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/004,03,Clase 03 — Instrumentos BUFR/CREX,003004,Tipo de garita/abrigo/protección contra la radiación Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/005,03,Clase 03 — Instrumentos BUFR/CREX,003005,Anchura horizontal de la garita o protección (x) m,,3,0,m 16,,3,5,,,Operational,Original
bufr4/0/03/006,03,Clase 03 — Instrumentos BUFR/CREX,003006,Profundidad horizontal de la garita o protección (y) m,,3,0,m 16,,3,5,,,Operational,Original
bufr4/0/03/007,03,Clase 03 — Instrumentos BUFR/CREX,003007,Altura vertical de la garita o protección (z) m,,3,0,m 16,,3,5,,,Operational,Original
bufr4/0/03/008,03,Clase 03 — Instrumentos BUFR/CREX,003008,Garita o protección ventilada artificialmente Tabla de cifrado,,0,0,Tabla de cifrado 3,,0,1,,,Operational,Original
bufr4/0/03/009,03,Clase 03 — Instrumentos BUFR/CREX,003009,Cantidad de ventilación forzada en el momento de la m s–1,,1,0,m s -1 9,,1,3,,,Operational,Original
bufr4/0/03/010,03,Clase 03 — Instrumentos BUFR/CREX,003010,Método de medición de la corriente del mar/agua Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/011,03,Clase 03 — Instrumentos BUFR/CREX,003011,Método de cálculo de la profundidad Tabla de cifrado,,0,0,Tabla de cifrado 2,,0,1,,,Operational,Original
bufr4/0/03/012,03,Clase 03 — Instrumentos BUFR/CREX,003012,Tipo de instrumento/sensor para la medición del Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/016,03,Clase 03 — Instrumentos BUFR/CREX,003016,Posición de los sensores de carretera Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/017,03,Clase 03 — Instrumentos BUFR/CREX,003017,Tipo de estación ampliado Tabla de banderines,,0,0,Tabla de 6 banderines,,0,2,,,Operational,Original
bufr4/0/03/018,03,Clase 03 — Instrumentos BUFR/CREX,003018,Tipo de carretera Tabla de cifrado,,0,0,Tabla de cifrado 5,,0,2,,,Operational,Original
bufr4/0/03/019,03,Clase 03 — Instrumentos BUFR/CREX,003019,Tipo de construcción Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/020,03,Clase 03 — Instrumentos BUFR/CREX,003020,Material del abrigo del termómetro/higrómetro Tabla de cifrado,,0,0,Tabla de cifrado 3,,0,1,,,Operational,Original
bufr4/0/03/021,03,Clase 03 — Instrumentos BUFR/CREX,003021,Calefacción del higrómetro Tabla de cifrado,,0,0,Tabla de cifrado 2,I.2 – BUFR/CREX Tabla B/03 – 1,0,1 (continúa),,,Operational,Original
bufr4/0/03/022,03,Clase 03 — Instrumentos BUFR/CREX,003022,Propietario del instrumento Tabla de cifrado,,0,0,Tabla de cifrado 3,,0,1,,,Operational,Original
bufr4/0/03/023,03,Clase 03 — Instrumentos BUFR/CREX,003023,Configuración de las persianas del abrigo del Tabla de cifrado,,0,0,Tabla de cifrado 3,,0,1,,,Operational,Original
bufr4/0/03/024,03,Clase 03 — Instrumentos BUFR/CREX,003024,Coeficiente psicrométrico K–1,,6,0,K -1 10,,6,3,,,Operational,Original
bufr4/0/03/025,03,Clase 03 — Instrumentos BUFR/CREX,003025,Tamaño del área estimada transversal a la m,,0,5000,m 16,,0,5,,,Operational,Original
bufr4/0/03/026,03,Clase 03 — Instrumentos BUFR/CREX,003026,Tamaño del área estimada en el sentido de la m,,0,5000,m 16,,0,5,,,Operational,Original
bufr4/0/03/027,03,Clase 03 — Instrumentos BUFR/CREX,003027,Tipo de mecanismo de vuelo Tabla de cifrado,,0,0,Tabla de cifrado 4,,0,2,,,Operational,Original
bufr4/0/03/028,03,Clase 03 — Instrumentos BUFR/CREX,003028,Método de medición del equivalente en agua de la Tabla de cifrado,,0,0,Tabla de cifrado 6,,0,2 (continúa),,,Operational,Original
