Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/21/001,21,Clase 21 — Datos de radar BUFR/CREX,021001,Reflectividad horizontal dB,,0,-64,dB 7,0,3,,,,Operational,Original
bufr4/0/21/002,21,Clase 21 — Datos de radar BUFR/CREX,021002,Reflectividad vertical dB,,0,-64,dB 7,0,3,,,,Operational,Original
bufr4/0/21/003,21,Clase 21 — Datos de radar BUFR/CREX,021003,Reflectividad diferencial dB,,1,-5,dB 7,1,3,,,,Operational,Original
bufr4/0/21/004,21,Clase 21 — Datos de radar BUFR/CREX,021004,Reflectividad diferencial dB,,2,-800,dB 11,2,4,,,,Operational,Original
bufr4/0/21/005,21,Clase 21 — Datos de radar BUFR/CREX,021005,Relación de despolarización lineal dB,,0,-65,dB 6,0,2,,,,Operational,Original
bufr4/0/21/006,21,Clase 21 — Datos de radar BUFR/CREX,021006,Relación de despolarización circular dB,,0,-65,dB 6,0,2,,,,Operational,Original
bufr4/0/21/011,21,Clase 21 — Datos de radar BUFR/CREX,021011,Velocidad media Doppler en la dirección X m s,–1,0,-128,m s -1 8,0,3,,,,Operational,Original
bufr4/0/21/012,21,Clase 21 — Datos de radar BUFR/CREX,021012,Velocidad media Doppler en la dirección Y m s,–1,0,-128,m s -1 8,0,3,,,,Operational,Original
bufr4/0/21/013,21,Clase 21 — Datos de radar BUFR/CREX,021013,Velocidad media Doppler en la dirección Z m s,–1,0,-128,m s -1 8,0,3,,,,Operational,Original
bufr4/0/21/014,21,Clase 21 — Datos de radar BUFR/CREX,021014,Velocidad media Doppler (radial) m s,–1,1,-4096,m s -1 13,1,4,,,,Operational,Original
bufr4/0/21/017,21,Clase 21 — Datos de radar BUFR/CREX,021017,Ancho espectral de la velocidad Doppler m s,–1,1,0,m s -1 8,1,3,,,,Operational,Original
bufr4/0/21/018,21,Clase 21 — Datos de radar BUFR/CREX,021018,Velocidad de NYQUIST ampliada m s,–1,1,0,m s -1 10,1,4,,,,Operational,Original
bufr4/0/21/019,21,Clase 21 — Datos de radar BUFR/CREX,021019,Velocidad de NYQUIST alta m s,–1,1,0,m s -1 10,1,3,,,,Operational,Original
bufr4/0/21/021,21,Clase 21 — Datos de radar BUFR/CREX,021021,Altura máxima de los ecos m,,-3,0,m 4,–3,2,,,,Operational,Original
bufr4/0/21/022,21,Clase 21 — Datos de radar BUFR/CREX,021022,Desplazamiento de la cuadrícula de alcance m,,1,0,m 14,1,5,,,,Operational,Original
bufr4/0/21/023,21,Clase 21 — Datos de radar BUFR/CREX,021023,Tamaño de la cuadrícula de alcance m,,0,0,m 14,0,5,,,,Operational,Original
bufr4/0/21/024,21,Clase 21 — Datos de radar BUFR/CREX,021024,Desplazamiento azimutal º,,1,0,º 12,1,4,,,,Operational,Original
bufr4/0/21/025,21,Clase 21 — Datos de radar BUFR/CREX,021025,Resolución azimutal º,,1,0,º 8,1,3,,,,Operational,Original
bufr4/0/21/028,21,Clase 21 — Datos de radar BUFR/CREX,021028,Fase diferencial º,,1,0,º 12 I.2 - BUFR/CREX/Tabla B 21 - 1,1,4 (continúa),,,,Operational,Original
bufr4/0/21/029,21,Clase 21 — Datos de radar BUFR/CREX,021029,Numérica Coeficiente de correlación de la polarización cruzada,,2,-100,Numérica 8,2,3,,,,Operational,Original
bufr4/0/21/030,21,Clase 21 — Datos de radar BUFR/CREX,021030,Relación señal-ruido dB,,0,-32,dB 8,0,3,,,,Operational,Original
bufr4/0/21/031,21,Clase 21 — Datos de radar BUFR/CREX,021031,kg m Contenido de agua líquida integrado verticalmente,–2,0,0,kg m -2 7,0,3,,,,Operational,Original
bufr4/0/21/036,21,Clase 21 — Datos de radar BUFR/CREX,021036,m s Intensidad de las precipitaciones medidas por radar,–1,7,0,m s -1 12,7,4,,,,Operational,Original
bufr4/0/21/041,21,Clase 21 — Datos de radar BUFR/CREX,021041,Altura de la banda brillante m,,-2,0,m 8,–2,3,,,,Operational,Original
bufr4/0/21/051,21,Clase 21 — Datos de radar BUFR/CREX,021051,Potencia de la señal superior a 1 mW dB,,0,-256,dB 8,0,3,,,,Operational,Original
bufr4/0/21/062,21,Clase 21 — Datos de radar BUFR/CREX,021062,Retrodispersión dB,,2,-5000,dB 13,2,4,,,,Operational,Original
bufr4/0/21/063,21,Clase 21 — Datos de radar BUFR/CREX,021063,Resolución radiométrica (valor del ruido) %,,1,0,% 10,1,4,,,,Operational,Original
bufr4/0/21/064,21,Clase 21 — Datos de radar BUFR/CREX,021064,Ruido estimado de los ecos parásitos Numérica,,0,0,Numérica 8,0,3,,,,Operational,Original
bufr4/0/21/065,21,Clase 21 — Datos de radar BUFR/CREX,021065,Contador de paquetes faltantes Numérica,,0,-127,Numérica 8,0,3,,,,Operational,Original
bufr4/0/21/066,21,Clase 21 — Datos de radar BUFR/CREX,021066,Datos sobre el grado de confianza del producto Tabla de del dispersímetro de onda banderines,,0,0,Tabla de 12 banderines,0,4,,,,Operational,Original
bufr4/0/21/067,21,Clase 21 — Datos de radar BUFR/CREX,021067,Datos sobre el grado de confianza del producto Tabla de del viento banderines,,0,0,Tabla de 13 banderines,0,5,,,,Operational,Original
bufr4/0/21/068,21,Clase 21 — Datos de radar BUFR/CREX,021068,Datos sobre el grado de confianza del producto Tabla de del altímetro del radar banderines,,0,0,Tabla de 8 banderines,0,3,,,,Operational,Original
bufr4/0/21/069,21,Clase 21 — Datos de radar BUFR/CREX,021069,Datos sobre el grado de confianza del producto Tabla de de la medición de la temperatura de la banderines superficie del mar,,0,0,Tabla de 10 banderines,0,4 (continúa),,,,Operational,Original
bufr4/0/21/070,21,Clase 21 — Datos de radar BUFR/CREX,021070,Datos sobre el grado de confianza del producto Tabla de de la medición de la temperatura de la banderines superficie del mar (SADIST-2),,0,0,Tabla de 23 banderines,0,6,,,,Operational,Original
bufr4/0/21/071,21,Clase 21 — Datos de radar BUFR/CREX,021071,Máximas Numérica,,0,0,Numérica 16,0,5,,,,Operational,Original
bufr4/0/21/072,21,Clase 21 — Datos de radar BUFR/CREX,021072,Estado de la calibración del altímetro del satélite Tabla de banderines,,0,0,Tabla de 4 banderines,0,2,,,,Operational,Original
bufr4/0/21/073,21,Clase 21 — Datos de radar BUFR/CREX,021073,Modo del instrumento del altímetro del satélite Tabla de banderines,,0,0,Tabla de 9 banderines,0,3,,,,Operational,Original
bufr4/0/21/075,21,Clase 21 — Datos de radar BUFR/CREX,021075,Intensidad del espectro de la imagen Numérica,,0,0,Numérica 8,0,3,,,,Operational,Original
