Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/30/001,30,Clase 30 — Imagen BUFR/CREX,030001,Valor de los píxeles (4 bits) Numérica,,0,0,Numérica 4,0,2,,,,Operational,Original
bufr4/0/30/002,30,Clase 30 — Imagen BUFR/CREX,030002,Valor de los píxeles (8 bits) Numérica,,0,0,Numérica 8,0,3,,,,Operational,Original
bufr4/0/30/004,30,Clase 30 — Imagen BUFR/CREX,030004,Valor de los píxeles (16 bits) Numérica,,0,0,Numérica 16,0,5,,,,Operational,Original
bufr4/0/30/010,30,Clase 30 — Imagen BUFR/CREX,030010,Número de puntos de retícula Numérica,,0,0,Numérica 13,0,4,,,,Operational,Original
bufr4/0/30/021,30,Clase 30 — Imagen BUFR/CREX,030021,Número de píxeles por línea Numérica,,0,0,Numérica 12,0,4,,,,Operational,Original
bufr4/0/30/022,30,Clase 30 — Imagen BUFR/CREX,030022,Número de píxeles por columna Numérica,,0,0,Numérica 12,0,4,,,,Operational,Original
bufr4/0/30/031,30,Clase 30 — Imagen BUFR/CREX,030031,Tipo de imagen Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/30/032,30,Clase 30 — Imagen BUFR/CREX,030032,Combinación con otros datos Tabla de banderines,,0,0,Tabla de 16 banderines,0,6,,,,Operational,Original
bufr4/0/30/033,30,Clase 30 — Imagen BUFR/CREX,030033,Número de cuadrículas a lo largo de la radial Numérica,,0,0,Numérica 12,0,4,,,,Operational,Original
bufr4/0/30/034,30,Clase 30 — Imagen BUFR/CREX,030034,Número de azimuts Numérica,,0,0,Numérica 12 I.2 - BUFR/CREX Tabla B/30 - 1,0,4,,,,Operational,Original
