Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/01/001/1/001001,01,Secuencias correspondientes a la posición y a la identificación,301001,,,001001,,,,,Operational,Original
bufr4/3/01/001/2/001002,01,Secuencias correspondientes a la posición y a la identificación,301001,,,001002,,,,,Operational,Original
bufr4/3/01/002/1/001003,01,Secuencias correspondientes a la posición y a la identificación,301002,,,001003,,,,,Operational,Original
bufr4/3/01/002/2/001004,01,Secuencias correspondientes a la posición y a la identificación,301002,,,001004,,,,,Operational,Original
bufr4/3/01/002/3/001005,01,Secuencias correspondientes a la posición y a la identificación,301002,,,001005,,,,,Operational,Original
bufr4/3/01/003/1/001011,01,Secuencias correspondientes a la posición y a la identificación,301003,,,001011,Señal de llamada del buque,,,,Operational,Original
bufr4/3/01/003/2/001012,01,Secuencias correspondientes a la posición y a la identificación,301003,,,001012,,,,,Operational,Original
bufr4/3/01/003/3/001013,01,Secuencias correspondientes a la posición y a la identificación,301003,,,001013,,,,,Operational,Original
bufr4/3/01/004/1/001001,01,Secuencias correspondientes a la posición y a la identificación,301004,,,001001,,,,,Operational,Original
bufr4/3/01/004/2/001002,01,Secuencias correspondientes a la posición y a la identificación,301004,,,001002,,,,,Operational,Original
bufr4/3/01/004/3/001015,01,Secuencias correspondientes a la posición y a la identificación,301004,,,001015,,,,,Operational,Original
bufr4/3/01/004/4/002001,01,Secuencias correspondientes a la posición y a la identificación,301004,,,002001,,,,,Operational,Original
bufr4/3/01/005/1/001035,01,Secuencias correspondientes a la posición y a la identificación,301005,,,001035,,,,,Operational,Original
bufr4/3/01/005/2/001034,01,Secuencias correspondientes a la posición y a la identificación,301005,,,001034,,,,,Operational,Original
bufr4/3/01/011/1/004001,01,Secuencias correspondientes a la posición y a la identificación,301011,,,004001,,,,,Operational,Original
bufr4/3/01/011/2/004002,01,Secuencias correspondientes a la posición y a la identificación,301011,,,004002,,,,,Operational,Original
bufr4/3/01/011/3/004003,01,Secuencias correspondientes a la posición y a la identificación,301011,,,004003,,,,,Operational,Original
bufr4/3/01/012/1/004004,01,Secuencias correspondientes a la posición y a la identificación,301012,,,004004,,,,,Operational,Original
bufr4/3/01/012/2/004005,01,Secuencias correspondientes a la posición y a la identificación,301012,,,004005,,,,,Operational,Original
bufr4/3/01/013/1/004004,01,Secuencias correspondientes a la posición y a la identificación,301013,,,004004,,,,,Operational,Original
bufr4/3/01/013/2/004005,01,Secuencias correspondientes a la posición y a la identificación,301013,,,004005,,,,,Operational,Original
