Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/35/000/000-099,035000,Número de clave FM y regional,000-099,Códigos FM internacionales,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/100-199,035000,Número de clave FM y regional,100-199,Códigos de RA I,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/200-299,035000,Número de clave FM y regional,200-299,Códigos de RA II,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/300-399,035000,Número de clave FM y regional,300-399,Códigos de RA III,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/400-499,035000,Número de clave FM y regional,400-499,Códigos de RA IV,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/500-599,035000,Número de clave FM y regional,500-599,Códigos RA V,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/600-699,035000,Número de clave FM y regional,600-699,Códigos de RA VI,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/700-799,035000,Número de clave FM y regional,700-799,Códigos antárticos,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/800-999,035000,Número de clave FM y regional,800-999,Reservadas,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/1000-1022,035000,Número de clave FM y regional,1000-1022,No utilizadas,,,,,Operational,AI Translator: MCP
bufr4/0/35/000/1023,035000,Número de clave FM y regional,1023,Valor faltante,,,,,Operational,AI Translator: MCP
bufr4/0/35/001/0,035001,Plazo de tiempo para el control,0,Tiempo real,,,,,Operational,AI Translator: MCP
bufr4/0/35/001/1,035001,Plazo de tiempo para el control,1,Tiempo casi real,,,,,Operational,AI Translator: MCP
bufr4/0/35/001/2,035001,Plazo de tiempo para el control,2,Tiempo no real,,,,,Operational,AI Translator: MCP
bufr4/0/35/001/3-6,035001,Plazo de tiempo para el control,3-6,Reservadas,,,,,Operational,AI Translator: MCP
bufr4/0/35/001/7,035001,Plazo de tiempo para el control,7,Valor faltante,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/0,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,0,Sin discrepancias,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/1,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,1,"El incumplimiento de las prácticas y procedimientos estándar y recomendados, incluidos los de monitoreo.",,,,,Operational,AI Translator: MCP
bufr4/0/35/030/2,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,2,Catálogos de boletines meteorológicos no actualizados de manera oportuna,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/3,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,3,Directorios de enrutamiento incorrectos,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/4,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,4,Falta de flexibilidad en los arreglos de enrutamiento,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/5,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,5,Deficiencias en el funcionamiento de los centros de GTS y los circuitos de GTS,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/6,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,6,Pérdida de datos o retrasos en la transmisión de datos en el GTS,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/7,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,7,Enrutamiento de datos diferente del enrutamiento proporcionado en el plan,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/8,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,8,Varias malas prácticas,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/9-14,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,9-14,Reservadas,,,,,Operational,AI Translator: MCP
bufr4/0/35/030/15,035030,Discrepancias en cuanto a la disponibilidad de datos esperados,15,Valor faltante,,,,,Operational,AI Translator: MCP
bufr4/0/35/031/1,035031,Calificador de los resultados del control,1,Suficiente y todo de calidad aceptable,,,,,Operational,AI Translator: MCP
