Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/03/001/1/007003,03,Secuencias meteorológicas comunes a los datos,303001,,,007003,,,,,Operational,Original
bufr4/3/03/001/2/011001,03,Secuencias meteorológicas comunes a los datos,303001,,,011001,,,,,Operational,Original
bufr4/3/03/001/3/011002,03,Secuencias meteorológicas comunes a los datos,303001,,,011002,,,,,Operational,Original
bufr4/3/03/001/4/007004,03,Secuencias meteorológicas comunes a los datos,303001,,,007004,,,,,Operational,Original
bufr4/3/03/001/2/011001,03,Secuencias meteorológicas comunes a los datos,303001,,,011001,,,,,Operational,Original
bufr4/3/03/001/3/011002,03,Secuencias meteorológicas comunes a los datos,303001,,,011002,,,,,Operational,Original
bufr4/3/03/001/7/007004,03,Secuencias meteorológicas comunes a los datos,303001,,,007004,,,,,Operational,Original
bufr4/3/03/001/1/007003,03,Secuencias meteorológicas comunes a los datos,303001,,,007003,,,,,Operational,Original
bufr4/3/03/001/2/011001,03,Secuencias meteorológicas comunes a los datos,303001,,,011001,,,,,Operational,Original
bufr4/3/03/001/10/012003,03,Secuencias meteorológicas comunes a los datos,303001,,,012003,,,,,Operational,Original
bufr4/3/03/001/11/007004,03,Secuencias meteorológicas comunes a los datos,303001,,,007004,,,,,Operational,Original
bufr4/3/03/001/12/010003,03,Secuencias meteorológicas comunes a los datos,303001,,,010003,,,,,Operational,Original
bufr4/3/03/001/13/012001,03,Secuencias meteorológicas comunes a los datos,303001,,,012001,,,,,Operational,Original
bufr4/3/03/001/14/012003,03,Secuencias meteorológicas comunes a los datos,303001,,,012003,,,,,Operational,Original
bufr4/3/03/001/2/011001,03,Secuencias meteorológicas comunes a los datos,303001,,,011001,,,,,Operational,Original
bufr4/3/03/001/3/011002,03,Secuencias meteorológicas comunes a los datos,303001,,,011002,,,,,Operational,Original
bufr4/3/03/001/1/007003,03,Secuencias meteorológicas comunes a los datos,303001,,,007003,,,,,Operational,Original
bufr4/3/03/001/18/008001,03,Secuencias meteorológicas comunes a los datos,303001,,,008001,,,,,Operational,Original
bufr4/3/03/001/2/011001,03,Secuencias meteorológicas comunes a los datos,303001,,,011001,,,,,Operational,Original
bufr4/3/03/001/3/011002,03,Secuencias meteorológicas comunes a los datos,303001,,,011002,,,,,Operational,Original
bufr4/3/03/012/1/007004,03,Secuencias meteorológicas comunes a los datos,303012,,,007004,,,,,Operational,Original
bufr4/3/03/012/2/008001,03,Secuencias meteorológicas comunes a los datos,303012,,,008001,,,,,Operational,Original
bufr4/3/03/012/3/011001,03,Secuencias meteorológicas comunes a los datos,303012,,,011001,,,,,Operational,Original
bufr4/3/03/012/4/011002,03,Secuencias meteorológicas comunes a los datos,303012,,,011002,,,,,Operational,Original
bufr4/3/03/013/1/007004,03,Secuencias meteorológicas comunes a los datos,303013,,,007004,,,,,Operational,Original
bufr4/3/03/013/2/008001,03,Secuencias meteorológicas comunes a los datos,303013,,,008001,,,,,Operational,Original
bufr4/3/03/013/3/010003,03,Secuencias meteorológicas comunes a los datos,303013,,,010003,,,,,Operational,Original
bufr4/3/03/013/4/012001,03,Secuencias meteorológicas comunes a los datos,303013,,,012001,,,,,Operational,Original
bufr4/3/03/013/5/013003,03,Secuencias meteorológicas comunes a los datos,303013,,,013003,,,,,Operational,Original
bufr4/3/03/013/6/011001,03,Secuencias meteorológicas comunes a los datos,303013,,,011001,,,,,Operational,Original
bufr4/3/03/013/7/011002,03,Secuencias meteorológicas comunes a los datos,303013,,,011002,,,,,Operational,Original
