Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/26/010/1,26010,Horas incluidas,1,0100 incluida,,,,,Operational,Original
bufr4/0/26/010/2,26010,Horas incluidas,2,0200 incluida,,,,,Operational,Original
bufr4/0/26/010/3,26010,Horas incluidas,3,0300 incluida,,,,,Operational,Original
bufr4/0/26/010/4,26010,Horas incluidas,4,0400 incluida,,,,,Operational,Original
bufr4/0/26/010/5,26010,Horas incluidas,5,0500 incluida,,,,,Operational,Original
bufr4/0/26/010/6,26010,Horas incluidas,6,0600 incluida,,,,,Operational,Original
bufr4/0/26/010/7,26010,Horas incluidas,7,0700 incluida,,,,,Operational,Original
bufr4/0/26/010/8,26010,Horas incluidas,8,0800 incluida,,,,,Operational,Original
bufr4/0/26/010/9,26010,Horas incluidas,9,0900 incluida,,,,,Operational,Original
bufr4/0/26/010/10,26010,Horas incluidas,10,1000 incluida,,,,,Operational,Original
bufr4/0/26/010/11,26010,Horas incluidas,11,1100 incluida,,,,,Operational,Original
bufr4/0/26/010/12,26010,Horas incluidas,12,1200 incluida,,,,,Operational,Original
bufr4/0/26/010/13,26010,Horas incluidas,13,1300 incluida,,,,,Operational,Original
bufr4/0/26/010/14,26010,Horas incluidas,14,1400 incluida,,,,,Operational,Original
bufr4/0/26/010/15,26010,Horas incluidas,15,1500 incluida,,,,,Operational,Original
bufr4/0/26/010/16,26010,Horas incluidas,16,1600 incluida,,,,,Operational,Original
bufr4/0/26/010/17,26010,Horas incluidas,17,1700 incluida,,,,,Operational,Original
bufr4/0/26/010/18,26010,Horas incluidas,18,1800 incluida,,,,,Operational,Original
bufr4/0/26/010/19,26010,Horas incluidas,19,1900 incluida,,,,,Operational,Original
bufr4/0/26/010/20,26010,Horas incluidas,20,2000 incluida,,,,,Operational,Original
bufr4/0/26/010/21,26010,Horas incluidas,21,2100 incluida,,,,,Operational,Original
bufr4/0/26/010/22,26010,Horas incluidas,22,2200 incluida,,,,,Operational,Original
bufr4/0/26/010/23,26010,Horas incluidas,23,2300 incluida,,,,,Operational,Original
bufr4/0/26/010/24,26010,Horas incluidas,24,2400 incluida,,,,,Operational,Original
bufr4/0/26/010/25,26010,Horas incluidas,25,Combinación de horas desconocida,,,,,Operational,Original
bufr4/0/26/010/All-26,26010,Horas incluidas,Los 26,Valor faltante,,,,,Operational,Original
