Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/05/001/1/011001,05,Secuencias meteorológicas o hidrológicas comunes a las,305001,,,011001,,,,,Operational,Original
bufr4/3/05/001/2/011002,05,Secuencias meteorológicas o hidrológicas comunes a las,305001,,,011002,,,,,Operational,Original
bufr4/3/05/001/3/013060,05,Secuencias meteorológicas o hidrológicas comunes a las,305001,,,013060,,,,,Operational,Original
bufr4/3/05/001/4/013071,05,Secuencias meteorológicas o hidrológicas comunes a las,305001,,,013071,,,,,Operational,Original
bufr4/3/05/002/1/301012,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,301012,,,,,Operational,Original
bufr4/3/05/002/2/012001,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,012001,,,,,Operational,Original
bufr4/3/05/002/3/013003,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013003,,,,,Operational,Original
bufr4/3/05/002/4/014051,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,014051,,,,,Operational,Original
bufr4/3/05/002/5/013060,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013060,,,,,Operational,Original
bufr4/3/05/002/6/013072,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013072,,,,,Operational,Original
bufr4/3/05/002/7/013080,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013080,,,,,Operational,Original
bufr4/3/05/002/8/013081,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013081,,,,,Operational,Original
bufr4/3/05/002/9/013082,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013082,,,,,Operational,Original
bufr4/3/05/002/10/013083,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013083,,,,,Operational,Original
bufr4/3/05/002/11/013084,05,Secuencias meteorológicas o hidrológicas comunes a las,305002,,,013084,,,,,Operational,Original
bufr4/3/05/003/1/301012,05,Secuencias meteorológicas o hidrológicas comunes a las,305003,,,301012,Primera medición única menos el incremento,,,,Operational,Original
bufr4/3/05/003/2/004065,05,Secuencias meteorológicas o hidrológicas comunes a las,305003,,,004065,Intervalo de tiempo entre mediciones,,,,Operational,Original
bufr4/3/05/003/3/101000,05,Secuencias meteorológicas o hidrológicas comunes a las,305003,,,101000,,,,,Operational,Original
bufr4/3/05/003/4/031001,05,Secuencias meteorológicas o hidrológicas comunes a las,305003,,,031001,,,,,Operational,Original
bufr4/3/05/003/5/305001,05,Secuencias meteorológicas o hidrológicas comunes a las,305003,,,305001,,,,,Operational,Original
bufr4/3/05/004/1/301030,05,Secuencias meteorológicas o hidrológicas comunes a las,305004,,,301030,,,,,Operational,Original
bufr4/3/05/004/2/305002,05,Secuencias meteorológicas o hidrológicas comunes a las,305004,,,305002,,,,,Operational,Original
bufr4/3/05/004/3/305003,05,Secuencias meteorológicas o hidrológicas comunes a las,305004,,,305003,,,,,Operational,Original
bufr4/3/05/006/1/013072,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,013072,,,,,Operational,Original
bufr4/3/05/006/2/013082,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,013082,,,,,Operational,Original
bufr4/3/05/006/3/013019,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,013019,,,,,Operational,Original
bufr4/3/05/006/4/012001,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,012001,,,,,Operational,Original
bufr4/3/05/006/5/013073,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,013073,,,,,Operational,Original
bufr4/3/05/006/6/013060,05,Secuencias meteorológicas o hidrológicas comunes a las,305006,,,013060,,,,,Operational,Original
bufr4/3/05/007/1/301029,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,301029,,,,,Operational,Original
bufr4/3/05/007/2/301012,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,301012,Hora de la primera medición I.2 – BUFR Tabla D/05 — 1,(continúa),,,Operational,Original
bufr4/3/05/007/3/004065,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,004065,Intervalo de tiempo entre mediciones,,,,Operational,Original
bufr4/3/05/007/4/101000,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,101000,,,,,Operational,Original
bufr4/3/05/007/5/031001,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,031001,,,,,Operational,Original
bufr4/3/05/007/6/305006,05,Secuencias meteorológicas o hidrológicas comunes a las,305007,,,305006,Medición única,,,,Operational,Original
bufr4/3/05/008/1/305006,05,Secuencias meteorológicas o hidrológicas comunes a las,305008,,,305006,Idéntica al tipo de medición MEDHYCOS,,,,Operational,Original
bufr4/3/05/008/2/012030,05,Secuencias meteorológicas o hidrológicas comunes a las,305008,,,012030,A–50 cm,,,,Operational,Original
bufr4/3/05/009/1/301029,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,301029,,,,,Operational,Original
bufr4/3/05/009/2/301012,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,301012,Hora de la primera medición,,,,Operational,Original
bufr4/3/05/009/3/004065,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,004065,Intervalo de tiempo entre mediciones,,,,Operational,Original
bufr4/3/05/009/4/101000,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,101000,,,,,Operational,Original
bufr4/3/05/009/5/031001,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,031001,,,,,Operational,Original
bufr4/3/05/009/6/305008,05,Secuencias meteorológicas o hidrológicas comunes a las,305009,,,305008,Medición única,,,,Operational,Original
bufr4/3/05/010/1/305008,05,Secuencias meteorológicas o hidrológicas comunes a las,305010,,,305008,Idéntica al tipo de medición AOCHYCOS,,,,Operational,Original
bufr4/3/05/010/2/002091,05,Secuencias meteorológicas o hidrológicas comunes a las,305010,,,002091,Nº 1,,,,Operational,Original
bufr4/3/05/010/2/002091,05,Secuencias meteorológicas o hidrológicas comunes a las,305010,,,002091,Nº 2,,,,Operational,Original
bufr4/3/05/011/1/301029,05,Secuencias meteorológicas o hidrológicas comunes a las,305011,,,301029,,,,,Operational,Original
bufr4/3/05/011/2/301012,05,Secuencias meteorológicas o hidrológicas comunes a las,305011,,,301012,Hora de la primera medición,,,,Operational,Original
