Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
00,Secuencias de entradas de la tabla CREX,D00002,,,B00002,"Tabla A: descripción de la categoría de datos, línea 1",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00002,,,B00003,"Tabla A: descripción de la categoría de datos, línea 2",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00003,"(F, X, Y del descriptor que se añadirá o definirá)",,B00010,Descriptor F por agregar o definir,,,Operational,AI Translator: MCP
00,Secuencias de entradas de tabla CREX,D00003,"(F, X, Y del descriptor a ser añadido o definido)",,B00011,Descriptor X por agregar o definir,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00003,"(F, X, Y del descriptor que se añadirá o definirá)",,B00012,Descriptor Y para ser añadido o definido,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,D00003,"F, X, Y del descriptor que se añadirá o definirá",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00013,"Nombre del elemento, línea 1",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00014,"Nombre del elemento, línea 2",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00015,Nombre de unidades,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00016,Señal de escala de unidades,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00017,Escala de unidades,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00018,Signo de referencia de unidades,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00019,Valor de referencia de unidades,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00004,,,B00020,Ancho de datos del elemento,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00010,,,D00003,"F, X, Y del descriptor que se añadirá o definirá",,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00010,,,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00010,,,B00030,Secuencia que define el descriptor,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00015,(Definición de tabla de códigos),,B00030,Secuencia definitoria del descriptor,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00015,(Definición de tabla de códigos),,R02000,Replicación retrasada de 2 descriptores,Hasta 9999 entradas,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00015,(Definición de tabla de códigos),,B00024,Figura de código,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00015,(Definición de tabla de códigos),,B00025,Significado de la figura del código,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00016,(Definición de la tabla de banderas),,B00030,Secuencia definitoria del descriptor,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00016,(Definición de tabla de banderas),,R02000,Replicación retrasada de 2 descriptores,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00016,(Definición de tabla de banderas),,B00026,Número de bit,,,Operational,AI Translator: MCP
00,Secuencias de entradas de la tabla CREX,D00016,(Definición de la tabla de banderas),,B00027,Significado del número de bit,,,Operational,AI Translator: MCP
