Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/09/001/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,301037,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/001/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/001/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/001/4/303011,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,303011,Viento en altura (Perfil vertical del viento),,,,Operational,Original
bufr4/3/09/002/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309002,"(estación terrestre, posición con gran exactitud)",,301038,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/002/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309002,"(estación terrestre, posición con gran exactitud)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/002/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309002,"(estación terrestre, posición con gran exactitud)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/002/4/303011,09,Secuencias de los sondeos verticales (datos convencionales),309002,"(estación terrestre, posición con gran exactitud)",,303011,Viento en altura (Perfil vertical del viento),,,,Operational,Original
bufr4/3/09/003/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309003,"(estación terrestre, posición con exactitud aproximada)",,301037,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/003/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309003,"(estación terrestre, posición con exactitud aproximada)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/003/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309003,"(estación terrestre, posición con exactitud aproximada)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/003/4/303012,09,Secuencias de los sondeos verticales (datos convencionales),309003,"(estación terrestre, posición con exactitud aproximada)",,303012,Viento al nivel de la presión (Perfil vertical del viento),,,,Operational,Original
bufr4/3/09/004/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309004,"(estación terrestre, posición con gran exactitud)",,301038,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/004/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309004,"(estación terrestre, posición con gran exactitud)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/004/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309004,"(estación terrestre, posición con gran exactitud)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/004/4/303012,09,Secuencias de los sondeos verticales (datos convencionales),309004,"(estación terrestre, posición con gran exactitud)",,303012,Viento al nivel de la presión (Sondeo vertical con humedad relativa),,,,Operational,Original
bufr4/3/09/005/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309005,"(estación terrestre, posición con exactitud aproximada)",,301037,"Identificación, etc. Estación terrestre de sondeos verticales (estación terrestre, posición con gran exactitud)",,,,Operational,Original
bufr4/3/09/005/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309005,"(estación terrestre, posición con exactitud aproximada)",,302004,Cubierta de nubes Información general sobre nubes significativa,,,,Operational,Original
bufr4/3/09/005/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309005,"(estación terrestre, posición con exactitud aproximada)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/005/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309005,"(estación terrestre, posición con exactitud aproximada)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/005/5/303013,09,Secuencias de los sondeos verticales (datos convencionales),309005,"(estación terrestre, posición con exactitud aproximada)",,303013,"Geopotencial, temperatura, humedad, viento a nivel de la presión",,,,Operational,Original
bufr4/3/09/006/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,301038,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/006/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,302004,Cubierta de nubes Información general sobre nubes significativa,,,,Operational,Original
bufr4/3/09/006/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/006/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/006/5/303013,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,303013,"Geopotencial, temperatura, humedad, viento a nivel de la presión (Sondeo vertical con datos de punto de rocío)",,,,Operational,Original
bufr4/3/09/007/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309007,"(estación terrestre, posición con exactitud aproximada)",,301037,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/007/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309007,"(estación terrestre, posición con exactitud aproximada)",,302004,Cubierta de nubes Información general sobre nubes significativa,,,,Operational,Original
bufr4/3/09/007/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309007,"(estación terrestre, posición con exactitud aproximada)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
bufr4/3/09/007/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309007,"(estación terrestre, posición con exactitud aproximada)",,031001,Factor de repetición diferida del descriptor,,,,Operational,Original
bufr4/3/09/007/5/303014,09,Secuencias de los sondeos verticales (datos convencionales),309007,"(estación terrestre, posición con exactitud aproximada)",,303014,"Geopotencial, temperatura, temperatura del punto de rocío, viento a nivel de la presión (Sondeo vertical con datos de punto de rocío)",,,,Operational,Original
bufr4/3/09/008/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309008,"(estación terrestre, posición con gran exactitud)",,301038,"Identificación, etc. Estación terrestre de sondeos verticales",,,,Operational,Original
bufr4/3/09/008/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309008,"(estación terrestre, posición con gran exactitud)",,302004,Cubierta de nubes Información general sobre nubes significativa,,,,Operational,Original
bufr4/3/09/008/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309008,"(estación terrestre, posición con gran exactitud)",,101000,Repetición diferida de 1 descriptor,,,,Operational,Original
