Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/13/038/0,13038,Indicador superadiabático,0,No superadiabático,,,,,Operational,Original
bufr4/0/13/038/1,13038,Indicador superadiabático,1,Superadiabático,,,,,Operational,Original
bufr4/0/13/038/2,13038,Indicador superadiabático,2,Reservada,,,,,Operational,Original
bufr4/0/13/038/3,13038,Indicador superadiabático,3,Valor faltante,,,,,Operational,Original
bufr4/0/13/039/0,13039,Tipo de terreno (hielo/nieve),0,Hielo marino,,,,,Operational,Original
bufr4/0/13/039/1,13039,Tipo de terreno (hielo/nieve),1,Nieve en tierra,,,,,Operational,Original
bufr4/0/13/039/2-6,13039,Tipo de terreno (hielo/nieve),2-6,Reservadas,,,,,Operational,Original
bufr4/0/13/039/7,13039,Tipo de terreno (hielo/nieve),7,Valor faltante,,,,,Operational,Original
bufr4/0/13/040/0,13040,Banderín de superficie,0,Tierra,,,,,Operational,Original
bufr4/0/13/040/1,13040,Banderín de superficie,1,Reservada,,,,,Operational,Original
bufr4/0/13/040/2,13040,Banderín de superficie,2,Cerca de la costa,,,,,Operational,Original
bufr4/0/13/040/3,13040,Banderín de superficie,3,Hielo,,,,,Operational,Original
bufr4/0/13/040/4,13040,Banderín de superficie,4,Posibilidad de hielo,,,,,Operational,Original
bufr4/0/13/040/5,13040,Banderín de superficie,5,Océano,,,,,Operational,Original
bufr4/0/13/040/6,13040,Banderín de superficie,6,Costa,,,,,Operational,Original
bufr4/0/13/040/7,13040,Banderín de superficie,7,Aguas interiores*,,,,,Operational,Original
bufr4/0/13/040/8,13040,Banderín de superficie,8,Cubierta de nieve,,,,,Operational,Original
bufr4/0/13/040/9,13040,Banderín de superficie,9,Hielo marino,,,,,Operational,Original
bufr4/0/13/040/10,13040,Banderín de superficie,10,Agua estancada,,,,,Operational,Original
bufr4/0/13/040/11,13040,Banderín de superficie,11,Nieve,,,,,Operational,Original
bufr4/0/13/040/12-14,13040,Banderín de superficie,12-14,Reservadas,,,,,Operational,Original
bufr4/0/13/040/15,13040,Banderín de superficie,15,Valor faltante,,,,,Operational,Original
bufr4/0/13/041/1,13041,Categoría de estabilidad de Pasquill-Gifford,1,A,,,,,Operational,Original
bufr4/0/13/041/2,13041,Categoría de estabilidad de Pasquill-Gifford,2,A-B,,,,,Operational,Original
bufr4/0/13/041/3,13041,Categoría de estabilidad de Pasquill-Gifford,3,B,,,,,Operational,Original
