Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status,translated_by
bufr4/3/40/001/1/001007,40,Secuencias adicionales de los informes satelitales,340001,,,001007,,,,,Operational,Original
bufr4/3/40/001/2/001031,40,Secuencias adicionales de los informes satelitales,340001,,,001031,,,,,Operational,Original
bufr4/3/40/001/3/002019,40,Secuencias adicionales de los informes satelitales,340001,,,002019,,,,,Operational,Original
bufr4/3/40/001/4/002020,40,Secuencias adicionales de los informes satelitales,340001,,,002020,,,,,Operational,Original
bufr4/3/40/001/5/004001,40,Secuencias adicionales de los informes satelitales,340001,,,004001,,,,,Operational,Original
bufr4/3/40/001/6/004002,40,Secuencias adicionales de los informes satelitales,340001,,,004002,,,,,Operational,Original
bufr4/3/40/001/7/004003,40,Secuencias adicionales de los informes satelitales,340001,,,004003,,,,,Operational,Original
bufr4/3/40/001/8/004004,40,Secuencias adicionales de los informes satelitales,340001,,,004004,,,,,Operational,Original
bufr4/3/40/001/9/004005,40,Secuencias adicionales de los informes satelitales,340001,,,004005,,,,,Operational,Original
bufr4/3/40/001/10/202131,40,Secuencias adicionales de los informes satelitales,340001,,,202131,Añadir 3 a la escala,,,,Operational,Original
bufr4/3/40/001/11/201138,40,Secuencias adicionales de los informes satelitales,340001,,,201138,Añadir 10 a la anchura,,,,Operational,Original
bufr4/3/40/001/12/004006,40,Secuencias adicionales de los informes satelitales,340001,,,004006,,,,,Operational,Original
bufr4/3/40/001/13/201000,40,Secuencias adicionales de los informes satelitales,340001,,,201000,Anular,,,,Operational,Original
bufr4/3/40/001/14/202000,40,Secuencias adicionales de los informes satelitales,340001,,,202000,Anular,,,,Operational,Original
bufr4/3/40/001/15/005001,40,Secuencias adicionales de los informes satelitales,340001,,,005001,,,,,Operational,Original
bufr4/3/40/001/16/006001,40,Secuencias adicionales de los informes satelitales,340001,,,006001,,,,,Operational,Original
bufr4/3/40/001/17/007024,40,Secuencias adicionales de los informes satelitales,340001,,,007024,,,,,Operational,Original
