Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/02/001,02,BUFR/CREX Instrumentation,002001,Type of station,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/002,02,BUFR/CREX Instrumentation,002002,Type of instrumentation for wind measurement,Flag table,0,0,4,Flag table,0,2,,,Operational
bufr4/0/02/003,02,BUFR/CREX Instrumentation,002003,Type of measuring equipment used,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/004,02,BUFR/CREX Instrumentation,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/005,02,BUFR/CREX Instrumentation,002005,Precision of temperature observation,K,2,0,7,K,2,3,,,Operational
bufr4/0/02/007,02,BUFR/CREX Instrumentation,002007,Type of sensor for water level measuring instrument,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/008,02,BUFR/CREX Instrumentation,002008,Type of offshore platform,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/011,02,BUFR/CREX Instrumentation,002011,Radiosonde type,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/02/012,02,BUFR/CREX Instrumentation,002012,Radiosonde computational method,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/013,02,BUFR/CREX Instrumentation,002013,Solar and infrared radiation correction,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/014,02,BUFR/CREX Instrumentation,002014,Tracking technique/status of system used,Code table,0,0,7,Code table,0,3,,,Operational
bufr4/0/02/015,02,BUFR/CREX Instrumentation,002015,Radiosonde completeness,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/016,02,BUFR/CREX Instrumentation,002016,Radiosonde configuration,Flag table,0,0,5,Flag table,0,2,,,Operational
bufr4/0/02/017,02,BUFR/CREX Instrumentation,002017,Correction algorithms for humidity measurements,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/019,02,BUFR/CREX Instrumentation,002019,Satellite instruments,Code table,0,0,11,Code table,0,4,,,Operational
bufr4/0/02/020,02,BUFR/CREX Instrumentation,002020,Satellite classification,Code table,0,0,9,Code table,0,3,,,Operational
bufr4/0/02/021,02,BUFR/CREX Instrumentation,002021,Satellite instrument data used in processing*,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/02/022,02,BUFR/CREX Instrumentation,002022,Satellite data-processing technique used,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/02/023,02,BUFR/CREX Instrumentation,002023,Satellite-derived wind computation method,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/024,02,BUFR/CREX Instrumentation,002024,Integrated mean humidity computational method,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/025,02,BUFR/CREX Instrumentation,002025,Satellite channel(s) used in computation Flag table,,0,0,25,Flag table,0,9,,,Operational
bufr4/0/02/026,02,BUFR/CREX Instrumentation,002026,Cross-track resolution,m,2,0,12,m,2,4,,,Operational
bufr4/0/02/027,02,BUFR/CREX Instrumentation,002027,Along-track resolution,m,2,0,12,m,2,4,,,Operational
bufr4/0/02/028,02,BUFR/CREX Instrumentation,002028,Segment size at nadir in x-direction,m,0,0,18,m,0,6,,,Operational
bufr4/0/02/029,02,BUFR/CREX Instrumentation,002029,Segment size at nadir in y-direction,m,0,0,18,m,0,6,,,Operational
bufr4/0/02/030,02,BUFR/CREX Instrumentation,002030,Method of current measurement,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/031,02,BUFR/CREX Instrumentation,002031,Duration and time of current measurement,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/032,02,BUFR/CREX Instrumentation,002032,Indicator for digitization,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/033,02,BUFR/CREX Instrumentation,002033,Method of salinity/depth measurement,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/034,02,BUFR/CREX Instrumentation,002034,Drogue type,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/035,02,BUFR/CREX Instrumentation,002035,Cable length,m,0,0,9,m,0,3,,,Operational
bufr4/0/02/036,02,BUFR/CREX Instrumentation,002036,Buoy type,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/037,02,BUFR/CREX Instrumentation,002037,Method of tidal observation,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/038,02,BUFR/CREX Instrumentation,002038,Method of water temperature and/or salinity measurement,Code table,0,0,4,Code table,0,2,,,Operational
