Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/15/001,15,BUFR/CREX Physical/chemical constituents,015001,Total ozone,DU,0,0,10,DU,0,4,,,Operational
bufr4/0/15/002,15,BUFR/CREX Physical/chemical constituents,015002,Air mass (slant path at 22 km),Numeric,2,0,10,Numeric,2,3,,,Operational
bufr4/0/15/003,15,BUFR/CREX Physical/chemical constituents,015003,Measured ozone partial pressure (sounding),Pa,4,0,9,nbar,0,3,(see Note 1),,Operational
bufr4/0/15/004,15,BUFR/CREX Physical/chemical constituents,015004,Ozone sounding correction factor (CF),Numeric,3,0,11,Numeric,3,4,(see Note 2),,Operational
bufr4/0/15/005,15,BUFR/CREX Physical/chemical constituents,015005,Ozone p,DU,0,0,10,DU,0,3,(see Note 3),,Operational
bufr4/0/15/006,15,BUFR/CREX Physical/chemical constituents,015006,Log of number density of atmosphere log (m 10,–3 ),5,1800000,20,–3 log (m ),5,7,,,Operational
bufr4/0/15/008,15,BUFR/CREX Physical/chemical constituents,015008,Significand of volumetric mixing ratio,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/15/009,15,BUFR/CREX Physical/chemical constituents,015009,Log of number density of ozone 10,–3 log (m ),5,1200000,20,–3 log (m ),5,7,,,Operational
bufr4/0/15/011,15,BUFR/CREX Physical/chemical constituents,015011,Log of integrated electron density 10,–2 log (m ),3,14000,13,–2 log (m ),3,4,,,Operational
bufr4/0/15/012,15,BUFR/CREX Physical/chemical constituents,015012,Total electron count per square metre,–2 m,-16,0,6,–2 m,-16,2,,,Operational
bufr4/0/15/015,15,BUFR/CREX Physical/chemical constituents,015015,Maximum image spectral component before normalization,Numeric,0,0,31,Numeric,0,10,,,Operational
bufr4/0/15/020,15,BUFR/CREX Physical/chemical constituents,015020,Integrated ozone density,–2 kg m,8,0,21,–2 kg m,8,7,,,Operational
