Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/05/001/1/011001,05,Meteorological or hydrological sequences,305001,Wind direction,,011001,Wind direction,,,,Operational
bufr4/3/05/001/2/011002,05,Meteorological or hydrological sequences,305001,Wind direction,,011002,Wind speed,,,,Operational
bufr4/3/05/001/3/013060,05,Meteorological or hydrological sequences,305001,Wind direction,,013060,Total accumulated precipitation,,,,Operational
bufr4/3/05/001/4/013071,05,Meteorological or hydrological sequences,305001,Wind direction,,013071,Upstream water level (SADC-HYCOS environmental measurement),,,,Operational
bufr4/3/05/002/1/301012,05,Meteorological or hydrological sequences,305002,"Hour, minute",,301012,"Hour, minute",,,,Operational
bufr4/3/05/002/2/012001,05,Meteorological or hydrological sequences,305002,"Hour, minute",,012001,Temperature/air temperature,,,,Operational
bufr4/3/05/002/3/013003,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013003,Relative humidity,,,,Operational
bufr4/3/05/002/4/014051,05,Meteorological or hydrological sequences,305002,"Hour, minute",,014051,Direct solar radiation integrated over last hour,,,,Operational
bufr4/3/05/002/5/013060,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013060,Total accumulated precipitation,,,,Operational
bufr4/3/05/002/6/013072,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013072,Downstream water level,,,,Operational
bufr4/3/05/002/7/013080,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013080,Water pH,,,,Operational
bufr4/3/05/002/8/013081,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013081,Water conductivity,,,,Operational
bufr4/3/05/002/9/013082,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013082,Water temperature,,,,Operational
bufr4/3/05/002/10/013083,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013083,Dissolved oxygen,,,,Operational
bufr4/3/05/002/11/013084,05,Meteorological or hydrological sequences,305002,"Hour, minute",,013084,Turbidity (SADC-HYCOS measurement array definition),,,,Operational
bufr4/3/05/003/1/301012,05,Meteorological or hydrological sequences,305003,"Hour, minute",,301012,"Hour, minute",First single measurement minus increment,,,Operational
bufr4/3/05/003/2/004065,05,Meteorological or hydrological sequences,305003,"Hour, minute",,004065,Short time increment,Time interval between measurements,,,Operational
bufr4/3/05/003/3/101000,05,Meteorological or hydrological sequences,305003,"Hour, minute",,101000,Delayed replication of 1 descriptor,,,,Operational
bufr4/3/05/003/4/031001,05,Meteorological or hydrological sequences,305003,"Hour, minute",,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/05/003/5/305001,05,Meteorological or hydrological sequences,305003,"Hour, minute",,305001,SADC-HYCOS single measurement (SADC-HYCOS report),,,,Operational
bufr4/3/05/004/1/301030,05,Meteorological or hydrological sequences,305004,Identification – with physical location,,301030,Identification – with physical location,,,,Operational
bufr4/3/05/004/2/305002,05,Meteorological or hydrological sequences,305004,Identification – with physical location,,305002,SADC-HYCOS environmental measurement,,,,Operational
bufr4/3/05/004/3/305003,05,Meteorological or hydrological sequences,305004,Identification – with physical location,,305003,SADC-HYCOS measurement array definition (MEDHYCOS measurement),,,,Operational
bufr4/3/05/006/1/013072,05,Meteorological or hydrological sequences,305006,Downstream water level,,013072,Downstream water level,,,,Operational
bufr4/3/05/006/2/013082,05,Meteorological or hydrological sequences,305006,Downstream water level,,013082,Water temperature,,,,Operational
bufr4/3/05/006/3/013019,05,Meteorological or hydrological sequences,305006,Downstream water level,,013019,Total precipitation past 1 hour,,,,Operational
bufr4/3/05/006/4/012001,05,Meteorological or hydrological sequences,305006,Downstream water level,,012001,Temperature/air temperature,,,,Operational
bufr4/3/05/006/5/013073,05,Meteorological or hydrological sequences,305006,Downstream water level,,013073,Maximum water level,,,,Operational
bufr4/3/05/006/6/013060,05,Meteorological or hydrological sequences,305006,Downstream water level,,013060,Total accumulated precipitation (MEDHYCOS report),,,,Operational
bufr4/3/05/007/1/301029,05,Meteorological or hydrological sequences,305007,Identification,,301029,Identification,,,,Operational
bufr4/3/05/007/2/301012,05,Meteorological or hydrological sequences,305007,Identification,,301012,"Hour, minute",Time of first measurement,,,Operational
bufr4/3/05/007/3/004065,05,Meteorological or hydrological sequences,305007,Identification,,004065,Short time increment,Time interval between measurements,,,Operational
bufr4/3/05/007/4/101000,05,Meteorological or hydrological sequences,305007,Identification,,101000,Delayed replication of 1 descriptor I.2,(continued) – BUFR Table D/05 — 1,,,Operational
bufr4/3/05/007/1/031001,05,Meteorological or hydrological sequences,305007,Delayed descriptor replication factor,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/05/007/2/305006,05,Meteorological or hydrological sequences,305007,Delayed descriptor replication factor,,305006,MEDHYCOS measurement (AOCHYCOS – Chad measurement),Single measurement,,,Operational
bufr4/3/05/008/1/305006,05,Meteorological or hydrological sequences,305008,MEDHYCOS measurement,,305006,MEDHYCOS measurement,Same as MEDHYCOS type measurement,,,Operational
bufr4/3/05/008/2/012030,05,Meteorological or hydrological sequences,305008,MEDHYCOS measurement,,012030,Soil temperature (AOCHYCOS – Chad report),At–50 cm,,,Operational
bufr4/3/05/009/1/301029,05,Meteorological or hydrological sequences,305009,Identification,,301029,Identification,,,,Operational
bufr4/3/05/009/2/301012,05,Meteorological or hydrological sequences,305009,Identification,,301012,"Hour, minute",Time of first measurement,,,Operational
bufr4/3/05/009/3/004065,05,Meteorological or hydrological sequences,305009,Identification,,004065,Short time increment,Time interval between measurements,,,Operational
bufr4/3/05/009/4/101000,05,Meteorological or hydrological sequences,305009,Identification,,101000,Delayed replication of 1 descriptor,,,,Operational
bufr4/3/05/009/5/031001,05,Meteorological or hydrological sequences,305009,Identification,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/05/009/6/305008,05,Meteorological or hydrological sequences,305009,Identification,,305008,AOCHYCOS – Chad measurement (MEDHYCOS-Measurement type 2),Single measurement,,,Operational
bufr4/3/05/010/1/305008,05,Meteorological or hydrological sequences,305010,AOCHYCOS-Chad measurement,,305008,AOCHYCOS-Chad measurement,Same as AOCHYCOS type measurement,,,Operational
bufr4/3/05/010/2/002091,05,Meteorological or hydrological sequences,305010,AOCHYCOS-Chad measurement,,002091,Entry sensor 4/20 mA,No. 1,,,Operational
bufr4/3/05/010/3/002091,05,Meteorological or hydrological sequences,305010,AOCHYCOS-Chad measurement,,002091,Entry sensor 4/20 mA (MEDHYCOS report type 2),No. 2,,,Operational
bufr4/3/05/011/1/301029,05,Meteorological or hydrological sequences,305011,Identification,,301029,Identification,,,,Operational
bufr4/3/05/011/2/301012,05,Meteorological or hydrological sequences,305011,Identification,,301012,"Hour, minute",Time of first measurement,,,Operational
bufr4/3/05/011/3/004065,05,Meteorological or hydrological sequences,305011,Identification,,004065,Short time increment,Time interval between measurements,,,Operational
bufr4/3/05/011/4/101000,05,Meteorological or hydrological sequences,305011,Identification,,101000,Delayed replication of 1 descriptor,,,,Operational
bufr4/3/05/011/5/031001,05,Meteorological or hydrological sequences,305011,Identification,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/05/011/6/305010,05,Meteorological or hydrological sequences,305011,Identification,,305010,MEDHYCOS-Measurement type 2 (Meteorological parameters associated with hydrological data),Single measurement,,,Operational
bufr4/3/05/016/1/014021,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,014021,"Global solar radiation, integrated over period specified",,,,Operational
bufr4/3/05/016/2/007004,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,007004,Pressure,Atmospheric pressure,,,Operational
bufr4/3/05/016/3/013003,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,013003,Relative humidity,,,,Operational
bufr4/3/05/016/4/011002,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,011002,Wind speed,,,,Operational
bufr4/3/05/016/5/011001,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,011001,Wind direction,,,,Operational
bufr4/3/05/016/6/011041,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,011041,Maximum wind gust speed,,,,Operational
bufr4/3/05/016/7/011043,05,Meteorological or hydrological sequences,305016,"Global solar radiation, integrated over period specified",,011043,Maximum wind gust direction (Water quality measurement),,,,Operational
bufr4/3/05/017/1/013080,05,Meteorological or hydrological sequences,305017,Water pH,,013080,Water pH,,,,Operational
bufr4/3/05/017/2/013081,05,Meteorological or hydrological sequences,305017,Water pH,,013081,Water conductivity,,,,Operational
bufr4/3/05/017/3/013083,05,Meteorological or hydrological sequences,305017,Water pH,,013083,Dissolved oxygen,,,,Operational
bufr4/3/05/017/4/013085,05,Meteorological or hydrological sequences,305017,Water pH,,013085,Oxidation reduction potential (ORP),,,,Operational
bufr4/3/05/017/5/013084,05,Meteorological or hydrological sequences,305017,Water pH,,013084,Turbidity,,,,Operational
bufr4/3/05/018/1/301029,05,Meteorological or hydrological sequences,305018,Identification,,301029,Identification,,,,Operational
bufr4/3/05/018/2/301012,05,Meteorological or hydrological sequences,305018,Identification,,301012,"Hour, minute",Time of first measurement,,,Operational
bufr4/3/05/018/3/004065,05,Meteorological or hydrological sequences,305018,Identification,,004065,Short time increment,Hour increment,,,Operational
bufr4/3/05/018/4/103000,05,Meteorological or hydrological sequences,305018,Identification,,103000,Delayed replication of 3 descriptors,,,,Operational
bufr4/3/05/018/5/031001,05,Meteorological or hydrological sequences,305018,Identification,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/05/018/6/305008,05,Meteorological or hydrological sequences,305018,Identification,,305008,AOCHYCOS-Chad measurement,Same as AOCHYCOS type measurement,,,Operational
bufr4/3/05/018/7/305016,05,Meteorological or hydrological sequences,305018,Identification,,305016,Meteorological parameters associated with hydrological data,,,,Operational
bufr4/3/05/018/8/305017,05,Meteorological or hydrological sequences,305018,Identification,,305017,Water quality measurement I.2,– BUFR Table D/05 — 3,,,Operational
