Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/12/001/1/301043,12,Single level report sequences (satellite data),312001,"Satellite identifier, wind computation method, date/time, location",,301043,"Satellite identifier, wind computation method, date/time, location",,,,Operational
bufr4/3/12/001/2/304001,12,Single level report sequences (satellite data),312001,"Satellite identifier, wind computation method, date/time, location",,304001,"Cloud top pressure, temperature, wind",,,,Operational
bufr4/3/12/002/1/301043,12,Single level report sequences (satellite data),312002,"Satellite identifier, wind computation method, date/time, location",,301043,"Satellite identifier, wind computation method, date/time, location",,,,Operational
bufr4/3/12/002/2/304002,12,Single level report sequences (satellite data),312002,"Satellite identifier, wind computation method, date/time, location",,304002,"Cloud top pressure, wind",,,,Operational
bufr4/3/12/003/1/301042,12,Single level report sequences (satellite data),312003,"Satellite identifier, instrument, data-processing technique, date/time, location",,301042,"Satellite identifier, instrument, data-processing technique, date/time, location",,,,Operational
bufr4/3/12/003/2/304003,12,Single level report sequences (satellite data),312003,"Satellite identifier, instrument, data-processing technique, date/time, location",,304003,Surface temperature,,,,Operational
bufr4/3/12/004/1/301042,12,Single level report sequences (satellite data),312004,"Satellite identifier, instrument, data-processing technique, date/time, location",,301042,"Satellite identifier, instrument, data-processing technique, date/time, location",,,,Operational
bufr4/3/12/004/2/304004,12,Single level report sequences (satellite data),312004,"Satellite identifier, instrument, data-processing technique, date/time, location",,304004,"Cloud top pressure, cloud cover, temperature",,,,Operational
bufr4/3/12/005/1/301042,12,Single level report sequences (satellite data),312005,"Satellite identifier, instrument, data-processing technique, date/time, location",,301042,"Satellite identifier, instrument, data-processing technique, date/time, location",,,,Operational
bufr4/3/12/005/2/020014,12,Single level report sequences (satellite data),312005,"Satellite identifier, instrument, data-processing technique, date/time, location",,020014,Height of top of cloud,,,,Operational
bufr4/3/12/006/1/301044,12,Single level report sequences (satellite data),312006,"Satellite identifier, humidity computation method, date/time, location",,301044,"Satellite identifier, humidity computation method, date/time, location",,,,Operational
bufr4/3/12/006/2/304005,12,Single level report sequences (satellite data),312006,"Satellite identifier, humidity computation method, date/time, location",,304005,Layer mean relative humidity,,,,Operational
bufr4/3/12/007/1/301042,12,Single level report sequences (satellite data),312007,"Satellite identifier, instrument, data-processing technique, date/time, location",,301042,"Satellite identifier, instrument, data-processing technique, date/time, location",,,,Operational
bufr4/3/12/007/2/304006,12,Single level report sequences (satellite data),312007,"Satellite identifier, instrument, data-processing technique, date/time, location",,304006,"Radiation (Orbital information, Part I)",,,,Operational
bufr4/3/12/010/1/001007,12,Single level report sequences (satellite data),312010,Satellite identifier,,001007,Satellite identifier,,,,Operational
bufr4/3/12/010/2/005040,12,Single level report sequences (satellite data),312010,Satellite identifier,,005040,Orbit number,,,,Operational
bufr4/3/12/010/3/002021,12,Single level report sequences (satellite data),312010,Satellite identifier,,002021,Satellite instrument data used in processing,,,,Operational
bufr4/3/12/010/4/005041,12,Single level report sequences (satellite data),312010,Satellite identifier,,005041,Scan line number,,,,Operational
bufr4/3/12/010/5/004001,12,Single level report sequences (satellite data),312010,Satellite identifier,,004001,Year,,,,Operational
bufr4/3/12/010/6/004043,12,Single level report sequences (satellite data),312010,Satellite identifier,,004043,"Day of the year (Orbital information, Part II)",,,,Operational
bufr4/3/12/011/1/202131,12,Single level report sequences (satellite data),312011,Change scale,,202131,Change scale,,,,Operational
bufr4/3/12/011/2/201149,12,Single level report sequences (satellite data),312011,Change scale,,201149,Change data width,,,,Operational
bufr4/3/12/011/3/004006,12,Single level report sequences (satellite data),312011,Change scale,,004006,Second,,,,Operational
bufr4/3/12/011/4/201000,12,Single level report sequences (satellite data),312011,Change scale,,201000,Change data width,,,,Operational
bufr4/3/12/011/5/202126,12,Single level report sequences (satellite data),312011,Change scale,,202126,Change scale,,,,Operational
bufr4/3/12/011/6/010002,12,Single level report sequences (satellite data),312011,Change scale,,010002,Height,,,,Operational
bufr4/3/12/011/7/202000,12,Single level report sequences (satellite data),312011,Change scale,,202000,Change scale,,,,Operational
bufr4/3/12/011/8/005043,12,Single level report sequences (satellite data),312011,Change scale,,005043,Field of view number,,,,Operational
bufr4/3/12/011/9/005053,12,Single level report sequences (satellite data),312011,Change scale,,005053,Field of view number increment I.2,(continued) – BUFR Table D/12 — 1,,,Operational
bufr4/3/12/012/1/202129,12,Single level report sequences (satellite data),312012,Change scale,,202129,Change scale,,,,Operational
bufr4/3/12/012/2/201132,12,Single level report sequences (satellite data),312012,Change scale,,201132,Change data width,,,,Operational
bufr4/3/12/012/3/101019,12,Single level report sequences (satellite data),312012,Change scale,,101019,Replicate 1 descriptor 19 times,,,,Operational
bufr4/3/12/012/4/012063,12,Single level report sequences (satellite data),312012,Change scale,,012063,Brightness temperature,,,,Operational
bufr4/3/12/012/5/201000,12,Single level report sequences (satellite data),312012,Change scale,,201000,Change data width,,,,Operational
bufr4/3/12/012/6/202000,12,Single level report sequences (satellite data),312012,Change scale,,202000,Change scale (HIRS brightness temperatures – channel 20),,,,Operational
bufr4/3/12/013/1/005042,12,Single level report sequences (satellite data),312013,Channel number,,005042,Channel number,,,,Operational
bufr4/3/12/013/2/202129,12,Single level report sequences (satellite data),312013,Channel number,,202129,Change scale,,,,Operational
bufr4/3/12/013/3/201135,12,Single level report sequences (satellite data),312013,Channel number,,201135,Change data width,,,,Operational
bufr4/3/12/013/4/012063,12,Single level report sequences (satellite data),312013,Channel number,,012063,Brightness temperature,,,,Operational
bufr4/3/12/013/5/201000,12,Single level report sequences (satellite data),312013,Channel number,,201000,Change data width,,,,Operational
bufr4/3/12/013/6/202000,12,Single level report sequences (satellite data),312013,Channel number,,202000,Change scale (HIRS satellite data),,,,Operational
bufr4/3/12/014/1/312010,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,312010,"Orbital information, Part I",,,,Operational
bufr4/3/12/014/2/312011,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,312011,"Orbital information, Part II",,,,Operational
bufr4/3/12/014/3/105056,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,105056,Replicate 5 descriptors 56 times,,,,Operational
bufr4/3/12/014/4/301023,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,301023,Latitude/longitude (coarse accuracy),,,,Operational
bufr4/3/12/014/5/005042,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,005042,Channel number,,,,Operational
bufr4/3/12/014/6/005052,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,005052,Channel number increment,,,,Operational
bufr4/3/12/014/7/312012,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,312012,HIRS brightness temperatures – channels 1–19,,,,Operational
bufr4/3/12/014/8/312013,12,Single level report sequences (satellite data),312014,"Orbital information, Part I",,312013,HIRS brightness temperatures – channel 20 (MSU brightness temperatures – channels 1–4),,,,Operational
bufr4/3/12/015/1/109011,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,109011,Replicate 9 descriptors 11 times,,,,Operational
bufr4/3/12/015/2/301023,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,301023,Latitude/longitude (coarse accuracy),,,,Operational
bufr4/3/12/015/3/005042,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,005042,Channel number,,,,Operational
bufr4/3/12/015/4/005052,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,005052,Channel number increment,,,,Operational
bufr4/3/12/015/5/202129,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,202129,Change scale,,,,Operational
bufr4/3/12/015/6/201132,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,201132,Change data width,,,,Operational
bufr4/3/12/015/7/101004,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,101004,Replicate 1 descriptor 4 times,,,,Operational
bufr4/3/12/015/8/012063,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,012063,Brightness temperature,,,,Operational
bufr4/3/12/015/9/202000,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,202000,Change scale,,,,Operational
bufr4/3/12/015/10/201000,12,Single level report sequences (satellite data),312015,Replicate 9 descriptors 11 times,,201000,Change data width (MSU satellite data),,,,Operational
bufr4/3/12/016/1/312010,12,Single level report sequences (satellite data),312016,"Orbital information, Part I",,312010,"Orbital information, Part I",,,,Operational
bufr4/3/12/016/2/312011,12,Single level report sequences (satellite data),312016,"Orbital information, Part I",,312011,"Orbital information, Part II",,,,Operational
bufr4/3/12/016/3/312015,12,Single level report sequences (satellite data),312016,"Orbital information, Part I",,312015,MSU brightness temperatures – channels 1–4 (SSU brightness temperatures – channels 1–3),,,,Operational
bufr4/3/12/017/1/109008,12,Single level report sequences (satellite data),312017,Replicate 9 descriptors 8 times,,109008,Replicate 9 descriptors 8 times,,,,Operational
bufr4/3/12/017/2/301023,12,Single level report sequences (satellite data),312017,Replicate 9 descriptors 8 times,,301023,Latitude/longitude (coarse accuracy),,,,Operational
bufr4/3/12/017/3/005042,12,Single level report sequences (satellite data),312017,Replicate 9 descriptors 8 times,,005042,Channel number,,,,Operational
bufr4/3/12/017/4/005052,12,Single level report sequences (satellite data),312017,Replicate 9 descriptors 8 times,,005052,Channel number increment,,,,Operational
bufr4/3/12/017/5/202129,12,Single level report sequences (satellite data),312017,Replicate 9 descriptors 8 times,,202129,Change scale,,,,Operational
bufr4/3/12/017/1/201132,12,Single level report sequences (satellite data),312017,Change data width,,201132,Change data width,,,,Operational
bufr4/3/12/017/2/101003,12,Single level report sequences (satellite data),312017,Change data width,,101003,Replicate 1 descriptor 3 times,,,,Operational
bufr4/3/12/017/3/012063,12,Single level report sequences (satellite data),312017,Change data width,,012063,Brightness temperature,,,,Operational
bufr4/3/12/017/4/202000,12,Single level report sequences (satellite data),312017,Change data width,,202000,Change scale,,,,Operational
bufr4/3/12/017/5/201000,12,Single level report sequences (satellite data),312017,Change data width,,201000,Change data width (SSU satellite data),,,,Operational
bufr4/3/12/018/1/312010,12,Single level report sequences (satellite data),312018,"Orbital information, Part I",,312010,"Orbital information, Part I",,,,Operational
bufr4/3/12/018/2/312011,12,Single level report sequences (satellite data),312018,"Orbital information, Part I",,312011,"Orbital information, Part II",,,,Operational
bufr4/3/12/018/3/312017,12,Single level report sequences (satellite data),312018,"Orbital information, Part I",,312017,SSU brightness temperatures – channels 1-3 (Wave scatterometer product with width change for wave number (spectral)),,,,Operational
bufr4/3/12/019/1/301047,12,Single level report sequences (satellite data),312019,ERS product header,,301047,ERS product header,,,,Operational
bufr4/3/12/019/2/301048,12,Single level report sequences (satellite data),312019,ERS product header,,301048,Radar parameters,,,,Operational
bufr4/3/12/019/3/015015,12,Single level report sequences (satellite data),312019,ERS product header,,015015,Maximum image spectral component before normalization,,,,Operational
bufr4/3/12/019/4/029002,12,Single level report sequences (satellite data),312019,ERS product header,,029002,Coordinate grid type,,,,Operational
bufr4/3/12/019/5/021076,12,Single level report sequences (satellite data),312019,ERS product header,,021076,Representation of intensities,,,,Operational
bufr4/3/12/019/6/106012,12,Single level report sequences (satellite data),312019,ERS product header,,106012,Replicate 6 descriptors 12 times,,,,Operational
bufr4/3/12/019/7/201129,12,Single level report sequences (satellite data),312019,ERS product header,,201129,Change data width,14 bits long,,,Operational
bufr4/3/12/019/8/006030,12,Single level report sequences (satellite data),312019,ERS product header,,006030,Wave number (spectral),,,,Operational
bufr4/3/12/019/9/201000,12,Single level report sequences (satellite data),312019,ERS product header,,201000,Change data width,Cancel,,,Operational
